,DMSO-CHX__vs_DMSO,U1-WT100-CHX_vs_DMSO,U1-WT100-CHX_vs_DMSO-CHX,U1-WT100-CHX_vs_WT100,U1-WT100-EtOH_vs_DMSO,U1-WT500-CHX_vs_DMSO,U1-WT500-CHX_vs_DMSO-CHX,U1-WT500-CHX_vs_WT500,U1-WT500-EtOH_vs_DMSO
SLC35D2,1,0,0,0,0,0,0,0,0
PRXL2C,0,0,0,0,0,0,0,1,0
ZNF782,1,1,0,1,0,1,0,1,0
MFSD14C,0,0,0,0,0,1,0,0,0
ANKRD18CP,1,1,0,1,0,1,0,1,0
SUGT1P4.STRA6LP,1,1,0,1,0,1,0,1,0
STRA6LP,1,1,0,1,0,1,0,1,0
TSTD2,1,1,0,1,0,1,0,1,0
XPA,1,0,0,0,0,1,0,0,0
FOXE1,0,0,0,1,0,0,0,1,0
TRMO,1,1,0,1,0,1,0,1,0
TBC1D2,1,1,0,1,0,1,0,1,0
ANKS6,1,1,0,0,0,1,0,0,0
SEC61B,1,1,0,1,0,1,0,1,0
NR4A3,0,0,0,0,0,1,0,1,0
MSANTD3,0,0,0,0,0,0,0,1,0
BAAT,1,0,0,0,0,1,0,0,0
ZNF189,1,1,0,1,0,1,0,1,0
NIPSNAP3B,1,1,0,1,0,1,0,1,0
ABCA1,1,1,0,1,0,1,0,1,0
FSD1L,1,1,0,1,0,1,0,1,0
LINC01505,0,0,0,1,0,0,0,0,0
ABITRAM,1,0,0,0,0,0,0,0,0
FRRS1L,1,1,0,0,0,1,0,0,0
TXN,1,1,0,1,0,1,0,1,0
SVEP1,0,0,0,1,0,0,0,1,0
DNAJC25,1,1,0,1,0,1,0,1,0
DNAJC25.GNG10,1,0,0,0,0,0,0,0,0
ZFP37,1,1,0,1,0,1,0,1,0
FKBP15,1,1,0,1,0,1,0,1,0
HDHD3,0,1,0,0,0,0,0,0,0
RGS3,1,1,0,1,0,1,0,1,0
AKNA,0,0,0,1,0,1,0,1,0
TMEM268,0,1,0,0,0,1,0,0,0
ASTN2,1,1,0,1,0,1,0,0,0
MEGF9,1,1,0,1,0,1,0,1,0
B3GNT10,1,1,0,1,0,1,0,1,0
TRAF1,1,1,0,0,0,0,0,1,0
C5,1,0,0,1,0,0,0,1,0
GSN,1,1,0,1,0,1,0,1,0
STOM,1,0,0,1,0,1,0,1,0
DAB2IP,1,1,0,1,0,1,0,1,0
RBM18,1,0,0,1,0,0,0,0,0
PTGS1,0,0,0,0,0,0,0,1,0
ZBTB6,1,1,0,1,0,1,0,1,0
ZBTB26,1,1,0,1,0,0,0,1,0
MIR600HG,1,1,0,1,0,1,0,1,0
STRBP,0,0,0,0,0,0,0,1,0
OLFML2A,0,1,0,1,0,0,0,0,0
GOLGA1,1,1,0,1,0,1,0,1,0
HSPA5,1,0,0,1,0,0,0,1,0
GARNL3,1,1,0,1,0,1,0,1,0
AL445222.2,0,0,0,0,0,1,0,1,0
ZNF79,1,1,0,1,0,1,0,1,0
SH2D3C,1,1,0,1,0,1,0,1,0
CDK9,1,1,0,1,0,1,0,1,0
FAM102A,1,1,0,1,0,0,0,0,0
NAIF1,0,0,0,0,0,1,0,0,0
SLC25A25,1,1,0,1,0,1,0,1,0
SLC25A25.AS1,1,1,0,1,0,1,0,1,0
C9orf16,1,1,0,1,0,0,0,0,0
AL441992.2,0,1,0,0,0,0,0,0,0
AL441992.3,0,1,0,1,0,1,0,0,0
MIGA2,1,1,0,0,0,1,0,0,0
DOLPP1,1,1,0,1,0,1,0,1,0
PTPA,1,0,0,0,0,0,0,0,0
IER5L,1,1,0,1,0,1,0,1,0
LINC01503,0,1,0,0,0,0,0,0,0
NTMT1,1,1,0,0,0,1,0,0,0
PTGES,1,0,0,0,0,0,0,0,0
GPR107,0,1,0,0,0,0,0,0,0
NCS1,1,1,0,1,0,1,0,1,0
HMCN2,0,0,0,0,0,0,0,1,0
FIBCD1,0,1,0,1,0,1,0,0,0
AIF1L,1,0,0,1,0,0,0,1,0
FAM78A,1,1,0,1,0,1,0,1,0
SETX,0,0,0,1,0,0,0,0,0
DDX31,1,1,0,1,0,1,0,1,0
AK8,0,0,0,1,0,0,0,1,0
EEF1A1P5,1,0,0,0,0,1,0,1,0
SURF6,1,1,0,0,0,1,0,0,0
SURF4,1,0,0,0,0,0,0,1,0
BRD3OS,1,1,0,1,0,1,0,1,0
BRD3,0,1,0,0,0,1,0,0,0
RXRA,1,1,0,1,0,1,0,1,0
COL5A1,1,1,0,1,0,1,0,1,0
OLFM1,1,1,0,1,0,1,0,1,0
PPP1R26,1,1,0,1,0,1,0,1,0
NACC2,1,1,0,1,0,1,0,1,0
QSOX2,1,1,0,1,0,1,0,1,0
SNAPC4,1,1,0,1,0,1,0,1,0
INPP5E,1,1,0,1,0,1,0,1,0
EGFL7,1,1,0,1,0,0,0,0,0
RABL6,1,1,0,1,0,1,0,1,0
AJM1,1,1,0,1,0,1,0,1,0
MAMDC4,0,0,0,0,0,0,0,1,0
NPDC1,0,0,0,1,0,0,0,0,0
SAPCD2,1,1,0,1,0,0,0,1,0
UAP1L1,1,1,0,1,0,1,0,0,0
LRRC26,0,0,0,0,0,1,0,1,0
ANAPC2,0,0,0,0,0,1,0,0,0
NDOR1,1,1,0,1,0,1,0,1,0
BX255925.3,1,1,0,1,0,1,0,1,0
CYSRT1,1,1,0,1,0,1,0,1,0
TUBB4B,1,1,0,1,0,1,0,1,0
FAM166A,0,0,0,0,0,0,0,1,0
NRARP,1,0,0,0,0,0,0,0,0
NOXA1,1,1,0,1,0,1,0,1,0
DPH7,1,1,0,1,0,1,0,1,0
FAM157B,1,1,0,0,0,1,0,1,0
IDI2.AS1,1,0,0,0,0,1,0,0,0
KLF6,1,1,0,1,0,1,0,1,0
AKR1C3,0,0,0,0,0,1,0,0,0
ANKRD16,1,1,0,1,0,1,0,1,0
RPL12P28,0,0,0,1,0,0,0,0,0
LINC02649,1,0,0,1,0,0,0,1,0
LINC02656,1,0,0,1,0,0,0,0,0
SFMBT2,1,1,0,1,0,1,0,1,0
ITIH5,0,0,0,1,0,1,0,1,0
KIN,1,1,0,0,0,1,0,0,0
GATA3,1,1,0,1,0,1,0,1,0
GATA3.AS1,0,1,0,0,0,0,0,0,0
CCDC3,1,0,0,0,0,0,0,0,0
OPTN,1,1,0,1,0,0,0,1,0
MCM10,1,1,0,1,0,1,0,1,0
FAM107B,0,1,0,1,0,1,0,0,0
DCLRE1C,1,1,0,1,0,1,0,1,0
RPP38,1,1,0,1,0,1,0,1,0
FAM171A1,1,1,0,1,0,1,0,1,0
VIM,1,0,0,1,0,0,0,1,0
STAM,1,1,0,1,0,1,0,1,0
TMEM236,0,0,0,0,0,1,0,0,0
MRC1,0,0,0,0,0,1,0,0,0
CACNB2,1,1,0,1,0,1,0,1,0
AL450384.2,1,1,0,1,0,1,0,1,0
MIR1915HG,1,0,0,0,0,0,0,0,0
SKIDA1,1,1,0,0,0,0,0,0,0
HNRNPRP1,1,0,0,0,0,0,0,0,0
AL359697.1,0,0,0,1,0,0,0,0,0
PIP4K2A,1,0,0,0,0,0,0,1,0
MYO3A,1,1,0,1,0,1,0,1,0
GAD2,1,1,0,1,0,1,0,1,0
PDSS1,1,1,0,1,0,1,0,1,0
MASTL,1,1,0,1,0,1,0,1,0
MKX,1,0,0,0,0,0,0,0,0
WAC.AS1,0,0,0,1,0,0,0,0,0
BAMBI,1,1,0,1,0,1,0,1,0
SVIL.AS1,0,1,0,0,0,0,0,0,0
JCAD,1,1,0,1,0,1,0,1,0
MTPAP,1,1,0,1,0,1,0,1,0
ZNF438,1,1,0,1,0,1,0,1,0
ARHGAP12,0,0,0,0,0,1,0,0,0
KIF5B,1,1,0,1,0,1,0,1,0
PPIAP31,1,0,0,0,0,0,0,0,0
AL158834.2,0,0,0,1,0,0,0,0,0
EPC1,1,1,0,1,0,1,0,1,0
CCDC7,1,1,0,1,0,1,0,1,0
AL365203.2,0,0,0,0,0,1,0,1,0
FZD8,1,0,0,0,0,0,0,0,0
HSD17B7P2,1,1,0,1,0,1,0,1,0
AL133216.2,1,1,0,1,0,1,0,1,0
CCNYL2,0,1,0,1,0,0,0,1,0
LINC00839,1,1,0,1,0,1,0,1,0
AC010864.1,0,0,0,0,0,0,0,1,0
RASGEF1A,1,1,0,1,0,1,0,1,0
ZNF239,1,1,0,1,0,1,0,1,0
ZNF485,1,1,0,1,0,1,0,1,0
MARCHF8,1,1,0,1,0,1,0,1,0
AGAP10P,1,1,0,1,0,1,0,1,0
FAM21FP,1,1,0,1,0,1,0,0,0
AGAP4,1,1,0,1,0,1,0,1,0
PARGP1,1,1,0,1,0,1,0,1,0
AGAP7P,1,1,0,1,0,1,0,1,0
AGAP14P,1,1,0,1,0,1,0,1,0
SYT15,1,1,0,0,0,1,0,0,0
AL356056.2,1,1,0,1,0,1,0,1,0
SHLD2P1,1,1,0,1,0,1,0,1,0
BMS1P1,1,1,0,1,0,1,0,1,0
AGAP13P,1,1,0,1,0,1,0,0,0
AGAP9,1,1,0,1,0,1,0,1,0
AL591684.2,1,1,0,1,0,1,0,1,0
BMS1P2,1,1,0,1,0,1,0,1,0
SHLD2P3,1,1,0,1,0,1,0,1,0
RHEBP2,0,0,0,1,0,0,0,0,0
AGAP12P,1,1,0,1,0,1,0,1,0
MAPK8,0,1,0,0,0,1,0,1,0
C10orf71,0,0,0,1,0,0,0,0,0
ERCC6,0,0,0,1,0,0,0,0,0
OGDHL,1,1,0,1,0,1,0,1,0
TIMM23B,1,1,0,1,0,1,0,1,0
TIMM23B.AGAP6,1,1,0,1,0,1,0,1,0
AGAP6,1,1,0,1,0,1,0,1,0
FAM21EP,1,0,0,1,0,0,0,0,0
ASAH2,1,1,0,1,0,1,0,1,0
SGMS1,0,1,0,0,0,1,0,1,0
SGMS1.AS1,0,0,0,1,0,0,0,0,0
ASAH2B,1,1,0,1,0,1,0,1,0
CSTF2T,1,1,0,1,0,1,0,1,0
PRKG1.AS1,0,1,0,1,0,0,0,0,0
GAPDHP21,1,1,0,0,0,1,0,0,0
ARID5B,1,1,0,1,0,1,0,1,0
ZNF365,1,1,0,1,0,1,0,1,0
JMJD1C,1,0,0,1,0,0,0,0,0
AC022387.2,0,1,0,0,0,0,0,0,0
SIRT1,1,1,0,1,0,1,0,1,0
PBLD,0,0,0,1,0,0,0,1,0
RUFY2,1,1,0,1,0,1,0,1,0
DNA2,1,1,0,1,0,1,0,1,0
AL513534.3,0,0,0,0,0,1,0,0,0
AC016821.1,1,1,0,1,0,0,0,0,0
FAM241B,1,1,0,1,0,1,0,1,0
CALM2P2,0,1,0,0,0,0,0,0,0
EIF4EBP2,1,1,0,0,0,1,0,1,0
PALD1,1,1,0,1,0,0,0,0,0
ADAMTS14,1,1,0,0,0,0,0,0,0
PCBD1,1,0,0,0,0,0,0,0,0
CDH23,1,1,0,1,0,0,0,0,0
PSAP,1,1,0,1,0,0,0,1,0
CHST3,1,1,0,1,0,1,0,1,0
SPOCK2,1,1,0,1,0,1,0,1,0
DDIT4,1,1,0,1,0,1,0,1,0
DDIT4.AS1,1,1,0,1,0,1,0,1,0
AC016542.1,0,0,0,0,0,0,0,1,0
PLA2G12B,0,0,0,0,0,1,0,0,0
NUDT13,1,1,0,1,0,1,0,1,0
AC016394.3,1,0,0,1,0,1,0,1,0
SNORA11F,0,1,0,1,0,0,0,0,0
AC016394.2,0,0,0,0,0,0,0,1,0
SYNPO2L,0,0,0,1,0,0,0,0,0
AGAP5,1,1,0,1,0,1,0,1,0
AC022400.3,1,1,0,1,0,1,0,1,0
AC022400.5,1,1,0,1,0,1,0,1,0
AC022400.6,1,1,0,1,0,1,0,1,0
BMS1P4,1,1,0,1,0,1,0,1,0
ZSWIM8.AS1,1,1,0,0,0,0,0,0,0
ZNF503.AS1,0,0,0,0,0,1,0,0,0
ZNF503,1,1,0,1,0,1,0,1,0
ZNF503.AS2,0,1,0,0,0,1,0,0,0
DLG5,1,1,0,0,0,0,0,0,0
RPS24,0,0,0,1,0,0,0,1,0
ZCCHC24,1,1,0,1,0,1,0,1,0
EIF5AL1,1,0,0,0,0,1,0,1,0
AL512662.2,1,1,0,1,0,1,0,1,0
BMS1P21,0,1,0,1,0,0,0,0,0
MBL1P,1,1,0,1,0,1,0,1,0
LINC00857,1,0,0,0,0,0,0,0,0
PRXL2A,1,1,0,1,0,1,0,1,0
GHITM,1,0,0,0,0,1,0,1,0
AC067750.1,0,0,0,0,0,0,0,1,0
AGAP11,1,1,0,1,0,1,0,1,0
AL136982.6,1,1,0,1,0,0,0,1,0
NUTM2A,0,0,0,0,0,1,0,0,0
AL355334.2,0,0,0,0,0,0,0,1,0
CFL1P1,1,1,0,1,0,1,0,1,0
LIPA,1,1,0,1,0,1,0,1,0
IFIT3,0,0,0,0,0,0,0,1,0
AL157400.2,1,1,0,1,0,1,0,1,0
HTR7,1,1,0,1,0,1,0,1,0
ANKRD1,1,1,0,1,0,1,1,1,1
HECTD2,1,1,0,1,0,1,0,1,0
TNKS2.AS1,1,1,0,1,0,1,0,1,0
SRP9P1,1,0,0,0,0,1,0,1,0
BTAF1,1,0,0,1,0,0,0,0,0
HHEX,1,0,0,0,0,0,0,1,0
CYP26A1,0,1,0,0,0,1,0,0,0
AL139124.1,1,1,0,1,0,1,0,1,0
NOC3L,1,1,0,1,0,1,0,0,0
CYP2C8,0,0,0,1,0,0,0,0,0
ENTPD1,0,0,0,0,0,1,0,1,0
CC2D2B,1,0,0,1,0,1,0,1,0
AC021037.1,0,0,0,1,0,0,0,1,0
RPL13AP5,1,0,0,0,0,0,0,0,0
RRP12,1,1,0,1,0,1,0,1,0
PGAM1,1,0,0,1,0,0,0,1,0
ZFYVE27,1,1,0,1,0,1,0,1,0
CRTAC1,0,0,0,0,0,1,0,0,0
R3HCC1L,1,1,0,1,0,1,0,1,0
LOXL4,1,1,0,1,0,1,0,1,0
PYROXD2,0,1,0,1,0,0,0,1,0
AL133353.2,1,1,0,1,0,1,0,1,0
ABCC2,1,1,0,1,0,1,0,1,0
DNMBP,1,1,0,1,0,1,0,1,0
SCD,1,1,0,1,0,1,0,1,0
SEC31B,1,1,0,1,0,1,0,1,0
AL133352.1,1,1,0,1,0,1,0,1,0
AL138762.2,0,1,0,0,0,0,0,0,0
SLF2,0,0,0,1,0,0,0,0,0
TWNK,1,1,0,1,0,1,0,0,0
SFXN3,1,0,0,0,0,0,0,0,0
OGA,1,1,0,1,0,0,0,1,0
HPS6,1,0,0,1,0,1,0,1,0
PPRC1,1,1,0,1,0,1,0,1,0
PSD,1,1,0,1,0,1,0,1,0
SFXN2,0,0,0,1,0,0,0,1,0
AL356608.3,1,0,0,0,0,1,0,1,0
PCGF6,1,1,0,1,0,1,0,1,0
ATP5MD,0,0,0,1,0,0,0,0,0
AL139339.2,1,0,0,0,0,0,0,0,0
SH3PXD2A,1,1,0,1,0,1,0,1,0
SFR1,1,1,0,1,0,1,0,0,0
PDCD4,1,1,0,0,0,1,0,0,0
AL158212.3,1,1,0,1,0,1,0,1,0
PLEKHS1,1,1,0,1,0,1,0,1,0
ADRB1,1,1,0,1,0,1,0,1,0
FAM160B1,0,1,0,0,0,1,0,1,0
GFRA1,1,1,0,1,0,1,0,1,0
C10orf82,1,1,0,1,0,1,0,1,0
AC023283.1,0,1,0,0,0,0,0,0,0
AL391988.1,1,1,0,1,0,1,0,1,0
PDZD8,0,0,0,0,0,1,0,0,0
EMX2OS,1,1,0,1,0,1,0,1,0
NANOS1,1,1,0,1,0,1,0,1,0
RGS10,1,1,0,1,0,1,0,1,0
RPL21P16,0,0,0,0,0,0,0,1,0
FGFR2,1,1,0,1,0,1,0,1,0
ATE1.AS1,0,0,0,1,0,0,0,0,0
PLEKHA1,1,1,0,1,0,1,0,1,0
CUZD1,1,0,0,1,0,1,0,1,0
AC073585.1,0,1,0,0,0,1,0,0,0
FAM24B,1,1,0,1,0,1,0,1,0
C10orf88,1,1,0,1,0,1,0,1,0
PSTK,0,1,0,0,0,0,0,0,0
IKZF5,1,1,0,1,0,1,0,1,0
HMX3,0,0,0,0,0,1,0,0,0
CHST15,1,1,0,1,0,1,0,1,0
OAT,1,1,0,1,0,1,0,1,0
LHPP,0,0,0,1,0,1,0,0,0
FAM53B,1,1,0,1,0,1,0,1,0
ABRAXAS2,1,1,0,1,0,1,0,0,0
AL731577.2,1,1,0,1,0,0,0,1,0
EDRF1.DT,0,1,0,1,0,0,0,1,0
EDRF1,1,1,0,1,0,1,0,1,0
MKI67,0,1,0,0,0,1,0,1,0
C10orf143,1,1,0,1,0,0,0,1,0
PPP2R2D,1,0,0,0,0,0,0,0,0
JAKMIP3,1,0,0,0,0,0,0,0,0
LINC01168,1,0,0,0,0,1,0,0,0
UTF1,0,0,0,1,0,0,0,0,0
MTG1,0,0,0,0,0,1,0,1,0
SCART1,1,1,0,1,0,1,0,1,0
CYP2E1,1,1,0,1,0,1,0,1,0
LINC01001,1,1,0,1,0,1,0,1,0
IFITM2,0,1,0,1,0,0,0,0,0
IFITM1,1,0,0,1,0,1,0,1,0
IFITM3,1,0,0,1,0,0,0,1,0
AC136475.7,0,1,0,0,0,0,0,0,0
LMNTD2.AS1,0,1,0,0,0,1,0,0,0
RASSF7,0,0,0,0,0,1,0,0,0
AP006621.3,0,0,0,1,0,0,0,0,0
PIDD1,1,1,0,1,0,1,0,1,0
RPLP2,1,0,0,0,0,0,0,0,0
CRACR2B,0,0,0,1,0,0,0,0,0
TSPAN4,0,0,0,1,0,0,0,0,0
DUSP8,1,1,0,1,0,1,0,1,0
KRTAP5.AS1,1,1,0,1,0,1,0,1,0
AC068580.4,0,1,0,1,0,0,0,0,0
CTSD,1,1,0,1,0,0,0,1,0
H19,0,0,0,1,0,0,0,1,0
IGF2,1,1,0,1,0,1,0,1,0
TSSC4,0,0,0,0,0,1,0,0,0
KCNQ1OT1,0,1,0,1,0,1,0,1,0
PHLDA2,0,0,0,1,0,0,0,0,0
OSBPL5,1,1,0,1,0,1,0,1,0
ZNF195,1,1,0,1,0,1,0,1,0
AC127526.5,1,1,0,1,0,1,0,0,0
AC127526.2,1,1,0,1,0,1,0,1,0
CHRNA10,1,1,0,1,0,1,0,1,0
TRIM21,1,1,0,1,0,1,0,0,0
TRIM68,1,1,0,1,0,1,0,1,0
TRIM34,1,1,0,0,0,0,0,0,0
FAM160A2,1,0,0,0,0,0,0,0,0
HPX,0,0,0,0,0,1,0,0,0
TRIM3,1,1,0,0,0,1,0,0,0
RRP8,1,1,0,1,0,1,0,1,0
DCHS1,1,1,0,1,0,1,0,1,0
ZNF214,1,1,0,1,0,1,0,1,0
NLRP14,1,1,0,1,0,1,0,1,0
RBMXL2,0,1,0,0,0,1,0,0,0
OLFML1,0,0,0,1,0,0,0,0,0
PPFIBP2,1,1,0,1,0,1,0,1,0
TUB,1,1,0,1,0,1,0,1,0
TRIM66,1,1,0,1,0,1,0,1,0
RPL27A,1,0,0,1,0,0,0,1,0
DENND5A,1,1,0,1,0,1,0,1,0
AC132192.2,0,0,0,1,0,0,0,0,0
LINC02709,0,1,0,1,0,0,0,0,0
ADM,1,1,0,1,0,1,0,1,0
AMPD3,1,1,0,1,0,0,0,1,0
ZBED5,1,1,0,1,0,1,0,1,0
GALNT18,1,1,0,1,0,1,0,1,0
MICAL2,1,1,0,1,0,1,0,1,0
PTH,0,1,0,0,0,1,0,0,0
AC018523.2,1,1,0,0,0,1,0,0,0
INSC,1,1,0,1,0,1,0,1,0
PLEKHA7,1,1,0,1,0,1,0,1,0
AC116533.1,0,0,0,1,0,0,0,1,0
RPS13,1,0,0,1,0,0,0,1,0
NUCB2,0,1,0,1,0,1,0,1,0
ABCC8,1,1,0,1,0,1,0,1,0
KCNC1,0,0,0,0,0,1,0,0,0
TPH1,1,1,0,1,0,1,0,1,0
SAA2,0,0,0,0,0,0,0,1,0
GTF2H1,1,1,0,1,0,1,0,0,0
LDHA,1,1,0,1,0,1,0,1,0
AC084117.1,0,0,0,0,0,1,0,1,0
UEVLD,1,1,0,1,0,1,0,1,0
SPTY2D1,1,1,0,1,0,1,0,1,0
TMEM86A,1,1,0,1,0,1,0,1,0
E2F8,1,1,0,1,0,1,0,1,0
FANCF,0,0,0,1,0,0,0,0,0
LUZP2,0,0,0,1,0,0,0,0,0
SLC5A12,0,0,0,0,0,0,0,1,0
BBOX1.AS1,1,1,0,1,0,1,0,1,0
LGR4,1,1,0,1,0,1,0,1,0
HSP90AA2P,0,0,0,1,0,0,0,1,0
ARL14EP,1,1,0,1,0,1,0,1,0
MPPED2,0,1,0,1,0,1,0,0,0
DCDC1,1,1,0,0,0,1,0,1,0
PAUPAR,0,0,0,1,0,0,0,0,0
WT1.AS,1,0,0,0,0,0,0,0,0
LINC00294,0,1,0,0,0,1,0,0,0
PAMR1,0,1,0,0,0,0,0,0,0
TRAF6,1,1,0,1,0,1,0,1,0
RAG1,0,0,0,0,0,1,0,0,0
RAG2,1,0,0,0,0,1,0,0,0
AC068205.2,1,1,0,1,0,0,0,0,0
ACCS,1,0,0,1,0,0,0,0,0
ALX4,1,1,0,1,0,1,0,1,0
CHST1,1,1,0,1,0,0,0,1,0
CRY2,1,1,0,1,0,1,0,1,0
CREB3L1,1,1,0,1,0,1,0,1,0
CHRM4,1,0,0,0,0,0,0,0,0
AC024293.1,1,0,0,0,0,0,0,0,0
HARBI1,1,1,0,1,0,1,0,1,0
ZNF408,1,1,0,1,0,1,0,1,0
ARFGAP2,1,1,0,1,0,1,0,1,0
DDB2,1,1,0,1,0,1,0,1,0
NR1H3,1,1,0,1,0,1,0,1,0
MADD,0,0,0,0,0,0,0,1,0
FNBP4,1,1,0,1,0,1,0,1,0
PTPRJ,1,1,0,1,0,1,0,1,0
AC109635.7,0,1,0,1,0,0,0,0,0
AP000781.1,0,0,0,0,0,1,0,1,0
SLC43A3,0,1,0,0,0,0,0,1,0
SLC43A1,0,0,0,0,0,0,0,1,0
UBE2L6,1,1,0,1,0,1,0,1,0
SERPING1,0,0,0,1,0,0,0,0,0
MED19,0,0,0,0,0,1,0,0,0
AP001931.2,0,0,0,0,0,1,0,1,0
LPXN,1,1,0,1,0,1,0,1,0
AP000437.1,0,0,0,0,0,1,0,0,0
VWCE,1,1,0,1,0,1,0,1,0
TMEM138,1,1,0,0,0,1,0,0,0
CPSF7,1,0,0,0,0,0,0,0,0
PPP1R32,0,0,0,0,0,1,0,1,0
AP003108.1,0,0,0,0,0,1,0,0,0
LRRC10B,1,0,0,0,0,0,0,0,0
SYT7,1,1,0,1,0,1,0,1,0
DAGLA,1,1,0,1,0,1,0,1,0
FADS2,1,1,0,1,0,0,0,1,0
FTH1,1,1,0,1,0,0,0,1,0
INCENP,1,1,0,1,0,1,0,1,0
AHNAK,1,1,0,1,0,1,0,1,0
EEF1G,1,0,0,1,0,0,0,1,0
LBHD1,1,1,0,1,0,1,0,1,0
BSCL2,0,0,0,0,0,1,0,0,0
HNRNPUL2.BSCL2,1,1,0,1,0,1,0,1,0
SNHG1,1,1,0,1,0,1,0,1,0
SLC3A2,1,1,0,1,0,1,0,1,0
RTN3,1,1,0,1,0,1,0,1,0
C11orf95,1,1,0,1,0,0,0,1,0
COX8A,1,0,0,0,0,0,0,0,0
AP006333.1,1,1,0,1,0,1,0,1,0
FERMT3,0,0,0,0,0,1,0,0,0
FKBP2,0,0,0,1,0,0,0,0,0
PRDX5,1,0,0,1,0,0,0,1,0
NRXN2,1,1,0,1,0,1,0,0,0
CDC42BPG,1,0,0,0,0,0,0,0,0
PPP2R5B,1,1,0,1,0,1,0,1,0
GPHA2,0,1,0,0,0,0,0,0,0
CDCA5,0,1,0,0,0,1,0,0,0
ZNHIT2,1,1,0,1,0,1,0,1,0
FAU,1,0,0,0,0,0,0,0,0
TIGD3,0,1,0,1,0,1,0,1,0
EHBP1L1,1,1,0,1,0,1,0,1,0
MUS81,1,1,0,1,0,1,0,1,0
EFEMP2,0,0,0,0,0,0,0,1,0
FOSL1,0,0,0,0,0,1,0,0,0
CNIH2,1,1,0,1,0,0,0,1,0
TMEM151A,0,0,0,0,0,1,0,1,0
RIN1,1,1,0,1,0,1,0,1,0
SLC29A2,1,1,0,1,0,1,0,1,0
RBM14,0,0,0,0,0,1,0,0,0
RBM14.RBM4,1,1,0,1,0,1,0,1,0
RBM4,1,1,0,0,0,1,0,0,0
SPTBN2,1,1,0,1,0,1,0,1,0
RCE1,0,0,0,0,0,1,0,0,0
LRFN4,1,0,0,1,0,0,0,1,0
SYT12,0,1,0,1,0,1,0,0,0
RAD9A,1,1,0,1,0,1,0,1,0
CLCF1,0,0,0,0,0,1,0,0,0
GSTP1,1,0,0,1,0,0,0,0,0
NUDT8,0,0,0,1,0,0,0,0,0
RPL37P2,1,0,0,0,0,0,0,0,0
FAM86C2P,1,1,0,1,0,1,0,1,0
TCIRG1,1,1,0,0,0,1,0,1,0
LRP5,0,1,0,0,0,0,0,0,0
IGHMBP2,1,1,0,1,0,1,0,1,0
TPCN2,1,1,0,1,0,1,0,1,0
LTO1,1,1,0,1,0,1,0,1,0
FADD,1,1,0,1,0,1,0,0,0
AP000867.5,1,1,0,1,0,0,0,0,0
AP003498.1,1,1,0,1,0,1,0,1,0
FAM86C1,0,1,0,1,0,1,0,1,0
ZNF705E,1,1,0,1,0,1,0,1,0
NUMA1,1,1,0,1,0,1,0,0,0
AP002490.1,0,0,0,0,0,0,0,1,0
ARAP1,1,1,0,1,0,1,0,1,0
FCHSD2,1,1,0,1,0,1,0,1,0
ARHGEF17,1,1,0,1,0,1,0,1,0
RELT,1,1,0,1,0,1,0,1,0
PLEKHB1,1,1,0,1,0,1,0,1,0
UCP3,0,0,0,0,0,1,0,0,0
C2CD3,1,1,0,1,0,1,0,1,0
P4HA3,1,1,0,0,0,1,0,1,0
POLD3,1,0,0,1,0,0,0,1,0
AP001324.1,0,0,0,1,0,0,0,0,0
RNF169,1,1,0,1,0,0,0,1,0
AP001992.1,0,0,0,0,0,0,0,1,0
ARRB1,1,1,0,1,0,1,0,1,0
AP001972.5,1,1,0,1,0,1,0,1,0
RPS3,1,0,0,0,0,0,0,0,0
MAP6,1,1,0,1,0,1,0,1,0
UVRAG,1,1,0,1,0,1,0,1,0
WNT11,0,1,0,0,0,1,0,1,0
EMSY,1,0,0,1,0,0,0,1,0
TSKU,1,0,0,0,0,0,0,0,0
AP003119.3,1,0,0,1,0,1,0,1,0
KCTD14,1,0,0,0,0,1,0,0,0
NDUFC2.KCTD14,0,1,0,0,0,0,0,0,0
USP35,1,1,0,1,0,1,0,1,0
AP002985.1,1,0,0,0,0,1,0,0,0
PRCP,1,0,0,0,0,0,0,0,0
RAB30,1,1,0,1,0,1,0,1,0
PCF11,1,0,0,1,0,0,0,0,0
DLG2,0,0,0,1,0,0,0,0,0
CREBZF,1,1,0,1,0,1,0,1,0
EED,1,1,0,1,0,1,0,1,0
CCDC81,1,1,0,1,0,1,0,0,0
AP001528.2,0,0,0,0,0,1,0,0,0
FZD4,1,1,0,1,0,1,0,1,0
NOX4,1,1,0,1,0,0,0,0,0
NAALAD2,1,1,0,1,0,1,0,1,0
TUBAP2,1,0,0,0,0,0,0,0,0
CEP295,1,1,0,1,0,1,0,1,0
AP001273.1,1,1,0,1,0,1,0,1,0
TAF1D,1,1,0,1,0,1,0,1,0
PANX1,1,1,0,1,0,1,0,1,0
ANKRD49,1,1,0,1,0,1,0,1,0
PIWIL4,1,1,0,1,0,1,0,1,0
AMOTL1,1,1,0,1,0,1,0,1,0
KDM4D,1,1,0,1,0,0,0,1,0
SESN3,1,1,0,1,0,1,0,1,0
FAM76B,1,1,0,1,0,1,0,1,0
CEP126,1,1,0,1,0,0,0,1,0
BIRC3,1,1,0,1,0,0,0,1,0
TMEM123,1,0,0,0,0,1,0,1,0
