,U1-mut2-100-CHX_vs_DMSO,U1-mut2-100-CHX_vs_DMSO-CHX,U1-mut2-100-CHX_vs_mut2-100,U1-mut2-100-EtOH_vs_DMSO,U1-mut2-100-CHX_vs_WT_EtOH,U1-mut2-100-CHX_vs_WT_CHX,U1-mut2-100-EtOH_vs_WT_EtOH,U1-mut2-500-CHX_vs_DMSO,U1-mut2-500-CHX_vs_DMSO-CHX,U1-mut2-500-CHX_vs_mut5-500,U1-mut2-500-EtOH_vs_DMSO,U1-mut2-500-CHX_vs_WT_EtOH,U1-mut2-500-CHX_vs_WT_CHX,U1-mut2-500-EtOH_vs_WT_EtOH
NAIPP3,1,0,1,0,1,0,0,1,0,1,0,1,0,0
GUSBP3,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AC131392.1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
NAIPP2,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AC138866.2,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AC138866.1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
GTF2H2B,0,0,0,0,0,0,0,0,0,1,0,0,0,0
NAIPP1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AC146944.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NAIP,1,0,1,0,1,0,0,1,0,1,0,1,0,0
OCLNP1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
NAIPP4,1,0,1,0,1,0,0,1,0,1,0,1,0,0
GUSBP9,1,0,1,0,1,0,0,1,0,1,0,1,0,0
BDP1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
MAP1B,1,0,0,0,0,0,0,1,0,0,0,0,0,0
PTCD2,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AC099522.2,0,0,0,0,0,0,0,1,0,0,0,1,0,0
BTF3,0,0,0,0,0,0,0,0,0,0,0,1,0,0
UTP15,1,0,1,0,0,0,0,0,0,0,0,0,0,0
ARHGEF28,1,0,1,0,1,0,0,1,0,0,0,1,0,0
NSA2,1,0,1,0,1,0,0,0,0,0,0,0,0,0
GCNT4,1,0,1,0,1,0,0,1,0,0,0,1,0,0
ANKRD31,1,0,1,0,1,0,0,1,0,1,0,1,0,1
HMGCR,1,0,1,0,1,0,0,1,0,1,0,1,0,0
POLK,0,0,0,0,0,0,0,1,0,1,0,1,0,0
POC5,1,0,1,0,1,0,0,1,0,1,0,1,0,0
SV2C,0,0,0,0,0,0,0,1,0,0,0,1,0,0
F2R,1,0,1,0,1,0,0,1,0,1,0,1,0,0
F2RL1,1,0,0,0,1,0,0,1,0,1,0,1,0,0
AGGF1,1,0,0,0,0,0,0,1,0,0,0,1,0,0
AC008581.2,0,0,0,0,0,0,0,1,0,0,0,1,0,0
ZBED3.AS1,0,0,1,0,1,0,0,0,0,1,0,0,0,0
PDE8B,0,0,1,0,1,0,0,0,0,1,0,1,0,0
WDR41,0,0,0,0,0,0,0,1,0,0,0,1,0,0
OTP,0,0,0,0,1,0,0,1,0,0,0,1,0,0
SCAMP1.AS1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
SCAMP1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
LHFPL2,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ARSB,1,0,0,0,1,0,0,0,0,1,0,0,0,0
JMY,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CMYA5,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AC012636.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SERINC5,0,0,0,0,0,0,0,1,0,1,0,1,0,0
LINC01337,0,0,0,0,0,0,0,1,0,1,0,1,0,0
DHFR,0,0,0,0,0,0,0,1,0,0,0,1,0,0
RPS23,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ATP6AP1L,1,0,0,0,1,0,0,1,1,1,1,1,1,1
AC104118.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
VCAN,0,0,1,0,0,0,0,1,0,1,0,1,0,0
EDIL3,0,0,1,0,0,0,0,0,0,1,0,0,0,0
AC010595.1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
COX7C,1,0,1,0,1,0,0,0,0,0,0,0,0,0
RASA1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
TMEM161B,1,0,1,0,1,0,0,1,0,1,0,1,0,0
LINC00461,0,0,0,0,0,0,0,0,0,1,0,0,0,0
MEF2C.AS2,0,0,0,0,0,0,0,0,0,0,0,1,0,0
MBLAC2,0,0,0,0,0,0,0,0,0,0,1,0,0,0
POLR3G,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ADGRV1,0,0,1,0,1,0,0,0,0,1,0,1,0,0
ARRDC3,1,0,1,0,1,0,0,1,0,1,0,1,0,0
NR2F1,0,0,0,0,0,0,0,1,0,0,1,1,0,0
FAM172A,1,0,1,0,1,0,0,1,0,1,0,1,0,0
NPM1P27,0,0,1,0,0,0,0,0,0,0,0,1,0,0
KIAA0825,1,0,1,0,1,0,0,1,0,1,0,1,0,0
SLF1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
RFESD,1,0,1,0,0,0,0,0,0,0,0,0,0,0
GLRX,1,0,1,0,1,0,0,1,0,1,0,1,0,0
PCSK1,0,0,0,0,0,0,0,1,1,0,1,1,0,1
CAST,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AC009126.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
LNPEP,0,0,0,0,0,0,0,1,0,0,0,0,0,0
LIX1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
AC116347.1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
LINC02062,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ST8SIA4,0,0,0,0,1,0,0,1,0,0,0,1,0,0
SLCO6A1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
LINC00491,1,0,1,0,1,0,0,1,0,1,0,1,0,0
GIN1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
PPIP5K2,1,0,0,0,0,0,0,1,0,0,0,1,0,0
LINC02163,0,0,1,0,0,0,0,0,0,1,0,0,0,0
MAN2A1,1,0,1,0,1,0,0,0,0,1,0,0,0,0
TMEM232,0,0,0,0,1,0,0,1,0,0,0,1,0,0
RPS3AP21,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CAMK4,0,0,0,0,0,0,0,1,0,0,0,0,0,0
EPB41L4A.AS1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
YTHDC2,0,0,1,0,1,0,0,0,0,1,0,1,0,0
KCNN2,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AC008494.3,1,0,0,0,0,0,0,1,0,0,0,1,0,0
AP3S1,1,0,1,0,1,0,0,1,0,0,0,1,0,0
LVRN,1,0,1,0,1,0,0,1,0,0,0,1,0,1
AC034236.1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
AC034236.2,0,0,0,0,1,0,0,1,0,1,0,1,0,0
SEMA6A.AS1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
PTMAP2,0,0,0,0,0,0,0,0,0,1,0,0,0,0
SRFBP1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
LOX,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ZNF474,1,0,1,0,1,0,0,1,0,1,0,1,0,0
PPIC,1,0,1,0,1,0,0,1,0,1,0,1,0,0
PRDM6,1,0,1,0,1,0,0,1,0,0,0,0,0,0
LINC01170,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ZNF608,1,0,1,0,1,0,0,1,1,1,1,1,0,0
PHAX,0,0,0,0,0,0,0,1,0,0,0,0,0,0
C5orf63,0,0,0,0,0,0,0,1,0,0,0,1,0,0
MEGF10,0,0,0,0,0,0,0,1,0,0,0,0,0,0
FBN2,1,0,1,0,0,0,0,1,0,1,0,1,0,0
SLC27A6,1,0,0,0,0,0,0,1,0,0,0,0,0,0
ADAMTS19,1,0,1,0,1,0,0,0,0,1,0,0,0,0
CHSY3,1,0,1,0,1,0,0,1,0,1,0,1,0,0
HINT1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CDC42SE2,0,0,0,0,0,0,0,1,0,1,0,0,0,0
RAPGEF6,1,0,1,0,1,0,0,1,0,1,0,1,0,0
FNIP1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
SLC22A4,1,0,1,0,1,0,0,0,0,0,0,0,0,0
AC116366.3,0,0,0,0,0,0,0,0,0,1,0,0,0,0
IRF1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
KIF3A,1,0,0,0,1,0,0,0,0,0,0,0,0,0
SOWAHA,1,0,0,0,1,0,0,1,0,1,0,1,0,0
GDF9,0,0,0,0,0,0,0,1,0,0,0,1,0,0
LEAP2,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AC113410.6,0,0,0,0,0,0,0,1,0,0,0,1,0,0
VDAC1,0,0,1,0,1,0,0,0,0,1,0,1,0,0
CDKL3,1,0,0,0,1,0,0,1,1,0,1,1,1,1
JADE2,0,0,0,0,0,0,0,0,0,1,0,0,0,0
PCBD2,0,0,0,0,0,0,0,0,0,1,0,1,0,0
CATSPER3,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AC026691.1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
TGFBI,0,0,0,0,0,0,0,1,0,0,0,1,0,0
AC109439.1,1,0,1,0,1,0,0,1,0,0,0,1,0,0
SPOCK1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
HNRNPA0,1,0,1,0,1,0,0,1,0,1,0,1,0,0
FAM13B,1,0,1,0,1,0,0,1,0,1,0,1,0,0
BRD8,1,0,1,0,1,0,0,1,0,1,0,1,0,0
GFRA3,0,0,1,0,0,0,0,1,0,0,0,1,0,0
FAM53C,1,0,1,0,1,0,0,1,0,0,0,0,0,0
EGR1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
LRRTM2,1,0,1,0,1,0,0,1,0,1,0,1,0,0
MATR3,1,0,0,0,1,0,0,1,0,1,0,1,0,0
SNHG4,1,0,1,0,1,0,0,0,0,0,0,0,0,0
IGIP,1,0,0,0,0,0,0,0,0,0,0,1,0,0
HBEGF,1,0,1,0,1,0,0,1,1,1,0,1,0,0
SLC4A9,0,0,1,0,1,0,0,0,0,0,0,0,0,0
AC008438.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ANKHD1.EIF4EBP3,0,0,0,0,0,0,0,0,0,1,0,0,0,0
EIF4EBP3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
APBB3,1,0,1,0,1,0,0,1,0,1,0,1,0,0
CD14,0,0,0,0,0,0,0,1,1,1,0,1,0,0
TMCO6,1,0,1,0,1,0,0,1,0,1,0,1,0,0
WDR55,1,0,1,0,0,0,0,1,0,1,0,1,0,0
DND1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
HARS2,1,0,1,0,1,0,0,1,0,1,0,1,0,0
TAF7,1,0,1,0,1,0,0,1,0,0,0,1,0,0
AC005618.4,1,0,1,0,1,0,0,1,0,0,0,0,0,0
AC005618.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
PCDHGA1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
PCDHGB4,0,0,0,0,0,0,0,0,0,1,0,0,0,0
PCDHGB7,0,0,0,0,0,0,0,0,0,1,0,0,0,0
PCDHGA11,0,0,0,0,0,0,0,1,0,0,0,0,0,0
PCDHGC3,1,0,0,0,1,0,0,1,0,1,0,0,0,0
RELL2,0,0,0,0,0,0,0,0,0,1,0,0,0,0
FCHSD1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ARAP3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
PCDH1,1,0,1,0,1,0,0,0,0,0,0,1,0,0
SPRY4,0,0,0,0,0,0,0,1,1,1,0,1,0,0
AC091925.1,0,0,0,0,0,0,0,1,0,1,0,1,0,0
KCTD16,0,0,0,0,1,0,0,1,1,0,1,1,1,1
PLAC8L1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AC091959.3,0,0,0,0,0,0,0,0,0,1,0,0,0,0
TCERG1,0,0,0,0,0,0,0,1,0,1,0,1,0,0
STK32A,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JAKMIP2,1,0,1,0,1,0,0,1,0,1,0,1,0,0
SPINK5,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AC011346.1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
FBXO38,1,0,1,0,1,0,0,1,0,0,0,1,0,0
PCYOX1L,0,0,0,0,0,0,0,0,1,0,1,0,0,0
AC131025.1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AC021078.1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
ARHGEF37,1,0,1,0,1,0,0,0,0,0,0,0,0,0
SLC26A2,0,0,0,0,0,0,0,1,0,0,0,0,0,0
TIGD6,1,0,1,0,1,0,0,1,0,1,0,1,0,0
HMGXB3,1,0,1,0,1,0,0,1,0,0,0,0,0,0
RPL7P1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
PDGFRB,1,0,0,0,0,0,0,0,0,0,0,0,0,0
RPS14,0,0,0,0,0,0,0,0,0,1,0,1,0,0
NDST1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
IRGM,1,0,0,0,0,0,0,1,0,0,0,1,0,0
ZNF300,0,0,0,0,1,0,0,1,0,0,0,1,0,0
ANXA6,0,0,0,0,0,0,0,1,0,1,0,1,0,0
GM2A,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AC011337.1,1,0,1,0,1,0,0,1,0,0,0,1,0,0
AC011374.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
SPARC,0,0,1,0,1,0,0,1,0,1,0,1,0,0
ATOX1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
RPLP1P6,0,0,0,0,1,0,0,1,1,0,1,1,1,1
AC091982.3,0,0,0,0,0,0,0,1,1,0,1,1,1,1
G3BP1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
LARP1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
FAXDC2,0,0,1,0,1,0,0,1,0,1,0,0,0,0
HAVCR2,0,0,0,0,0,0,0,1,0,0,0,1,0,0
MED7,0,0,0,0,0,0,0,0,0,1,0,1,0,0
ADAM19,1,0,1,0,1,0,0,1,0,1,0,1,0,0
SOX30,0,0,1,0,1,0,0,0,0,0,0,0,0,0
THG1L,0,0,0,0,0,0,0,0,0,0,0,1,0,0
EBF1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
RNF145,0,0,1,0,1,0,0,0,0,1,0,0,0,0
AC008691.1,1,0,0,0,1,0,0,1,0,0,0,1,0,0
IL12B,0,0,0,0,1,0,0,1,0,1,0,0,0,0
ADRA1B,1,0,1,0,0,0,0,1,0,0,0,1,0,0
FABP6,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CCNJL,0,0,0,0,1,0,0,1,0,1,0,1,0,0
ZBED8,0,0,1,0,1,0,0,0,0,0,0,1,0,0
PTTG1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
GABRG2,1,0,0,0,0,0,0,1,0,0,0,0,0,0
CCNG1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AC026403.1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
INSYN2B,0,0,0,0,0,0,0,0,0,0,0,1,0,0
LINC01366,1,0,1,0,1,0,0,0,0,0,0,0,0,0
RANBP17,1,0,1,0,1,0,0,1,0,1,0,1,0,0
USP12P1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
NPM1,0,0,1,0,1,0,0,1,0,0,0,1,0,0
FBXW11,1,0,1,0,0,0,0,0,0,1,0,0,0,0
SH3PXD2B,0,0,0,0,0,0,0,1,0,0,0,1,0,0
NEURL1B,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AC022217.4,0,0,0,0,0,0,0,1,0,0,0,0,0,0
DUSP1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ERGIC1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
BNIP1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
RPL7AP33,0,0,0,0,1,0,0,0,0,0,0,1,0,0
STC2,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CPEB4,0,0,0,0,1,0,0,1,0,0,0,0,0,0
LINC01411,1,0,0,0,0,0,0,1,0,0,1,0,0,0
MSX2,1,0,1,0,1,0,0,1,0,1,0,1,0,0
DRD1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
SFXN1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CPLX2,0,0,0,0,1,0,0,1,1,0,1,1,1,1
AC139491.2,1,0,0,0,1,0,0,1,0,1,0,1,0,0
AC139493.2,0,0,1,0,1,0,0,0,0,0,0,1,0,0
ARL10,1,0,1,0,1,0,0,1,0,1,0,1,0,0
HIGD2A,0,0,0,0,0,0,0,0,0,1,0,0,0,0
SNCB,0,0,0,0,0,0,0,0,0,1,0,0,0,0
TSPAN17,0,0,0,0,0,0,0,0,0,0,0,1,0,0
UIMC1,1,0,1,0,0,0,0,0,0,1,0,0,0,0
ZNF346,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ZNF346.IT1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
RAB24,0,0,0,0,0,0,0,1,0,0,0,1,0,0
PRELID1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
F12,0,0,0,0,0,0,0,0,0,0,0,1,0,0
PRR7,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AC145098.2,1,0,1,0,1,0,0,1,0,1,0,0,0,0
DOK3,1,0,1,0,0,0,0,1,0,1,0,1,0,0
FAM193B,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AC139795.1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AC138819.1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
AC106795.2,1,0,1,0,0,0,0,1,0,1,0,1,0,0
FAM153CP,0,0,0,0,0,0,0,1,1,1,0,1,0,0
RMND5B,1,0,1,0,1,0,0,1,0,1,0,0,0,0
NHP2,0,0,0,0,0,0,0,0,0,1,0,1,0,0
PHYKPL,1,0,1,0,0,0,0,1,0,1,0,1,0,0
CLK4,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ZNF354A,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ZNF354B,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ZFP2,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ZNF879,1,0,1,0,1,0,0,1,0,1,1,1,0,0
ZNF354C,0,0,0,0,0,0,0,1,0,0,0,1,1,0
ADAMTS2,1,0,1,0,1,0,0,1,0,1,0,1,0,0
RUFY1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AC136604.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CANX,1,0,1,0,1,0,0,1,0,1,0,1,0,0
MRNIP,0,0,0,0,0,0,0,1,0,1,0,1,0,0
AC008393.1,0,0,0,0,0,0,0,1,0,1,0,1,0,0
RNF130,1,0,1,0,1,0,0,1,0,1,0,1,0,0
MGAT1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
AC022413.2,1,0,1,0,1,0,0,1,0,1,0,1,0,0
HEIH,1,0,1,0,1,0,0,1,0,0,0,0,0,0
TRIM7,0,0,0,0,0,0,0,1,0,0,0,0,0,0
RACK1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AC008443.1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
TRIM52,0,0,0,0,0,0,0,1,0,1,0,1,0,0
AC138035.1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
CICP18,0,0,0,0,0,0,0,0,0,0,0,1,0,0
HUS1B,0,0,1,0,0,0,0,0,0,0,0,0,0,0
LINC01622,0,0,0,0,1,0,0,0,0,0,0,0,0,0
FOXC1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
TUBB2A,1,0,1,0,1,0,0,1,0,1,0,1,0,0
TUBB2B,0,0,0,0,0,0,0,1,0,1,0,1,0,0
AL033523.1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ECI2,0,0,0,0,1,0,0,1,0,1,0,1,0,0
PPP1R3G,1,0,1,0,1,0,0,1,0,1,0,0,0,0
NRN1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
AL031123.2,0,0,0,0,0,0,0,0,0,0,0,1,1,0
SSR1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
CAGE1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
BMP6,1,0,1,0,1,0,0,1,0,1,0,1,0,0
TXNDC5,0,0,0,0,0,0,0,0,0,1,0,0,0,0
HULC,0,0,0,0,0,0,0,1,0,0,0,1,0,0
AL138885.3,1,0,0,0,1,0,0,1,0,0,0,0,0,0
TFAP2A.AS1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AL139039.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
PAK1IP1,1,0,0,0,0,0,0,1,0,1,0,0,0,0
TMEM14C,0,0,0,0,0,0,0,1,0,0,0,1,0,0
TMEM14B,0,0,0,0,0,0,0,1,0,0,0,1,0,0
MAK,1,0,1,0,1,0,0,0,0,1,0,0,0,0
GCM2,0,0,1,0,1,0,0,0,0,0,0,1,0,0
SYCP2L,1,0,1,0,1,0,0,1,0,1,0,1,0,0
NEDD9,1,0,1,0,1,0,0,1,0,1,0,1,0,0
TMEM170B,1,0,1,0,0,0,0,1,0,1,0,0,0,0
HIVEP1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
EDN1,0,0,0,0,0,0,0,1,0,1,0,1,0,0
RPL15P3,0,0,0,0,0,0,0,0,0,1,0,1,0,0
AL008729.1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AL008729.2,0,0,0,0,0,0,0,1,0,1,0,1,0,0
GFOD1,1,0,1,0,1,0,0,1,0,0,0,1,0,0
AL441883.1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
RNF182,1,0,0,0,1,0,0,1,0,0,0,0,0,0
ATXN1.AS1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AL137003.1,0,0,0,0,1,0,0,1,0,1,0,1,0,0
STMND1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AL138824.1,1,0,0,0,1,0,0,1,0,0,0,1,0,0
KIF13A,1,0,1,0,0,0,0,1,0,0,0,0,0,0
TPMT,0,0,0,0,0,0,0,1,0,0,0,1,0,0
KDM1B,0,0,0,0,0,0,0,1,0,0,0,1,0,0
LNC.LBCS,0,0,0,0,1,0,0,1,0,0,0,0,0,0
ID4,1,0,1,0,1,0,0,1,0,1,0,1,0,0
SOX4,1,0,1,0,1,0,0,1,0,1,0,1,0,0
GPLD1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ALDH5A1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
RIPOR2,0,0,0,0,0,0,0,0,1,0,0,0,0,0
CMAHP,1,0,1,0,1,0,0,1,1,1,1,1,0,1
H3C2,0,0,0,0,0,0,0,0,0,1,0,1,0,0
H2AC4,0,0,0,0,0,0,0,0,0,1,0,0,0,0
H1.2,1,0,1,0,1,0,0,1,0,1,0,1,0,0
H2BC4,0,0,0,0,1,0,0,1,0,1,0,1,0,0
H2AC6,1,0,1,0,1,0,0,1,0,1,0,1,0,0
H1.4,0,0,0,0,0,0,0,0,0,1,0,1,0,0
H2BC5,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AL353759.1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
H2BC6,1,0,1,0,1,0,0,1,0,1,0,1,0,0
H4C4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AL031777.2,1,0,1,0,1,0,0,1,0,1,0,1,0,0
H3C4,0,0,0,0,0,0,0,0,0,0,0,1,0,0
H2AC7,0,0,0,0,1,0,0,1,0,1,0,1,0,0
H2BC7,0,0,0,0,1,0,0,1,0,1,0,1,0,0
AL031777.1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
H4C5,0,0,0,0,1,0,0,0,0,1,0,1,0,0
H2BC8,0,0,0,0,0,0,0,1,0,0,0,0,0,0
H2AC8,0,0,0,0,1,0,0,0,0,0,0,0,0,0
H3C6,1,0,1,0,1,0,0,1,0,1,1,1,0,0
H1.3,0,0,0,0,1,0,0,1,0,1,0,1,0,0
H2BC9,0,0,0,0,0,0,0,1,0,0,0,1,0,0
H4C8,1,0,1,0,1,0,0,1,0,1,0,1,0,0
BTN3A2,1,0,1,0,1,0,0,1,0,1,0,1,0,0
BTN2A2,1,0,0,0,0,0,0,1,0,0,0,1,0,0
BTN2A3P,1,0,1,0,1,0,0,1,0,1,0,1,0,0
BTN3A3,1,0,1,0,1,0,0,1,0,1,0,1,0,0
BTN2A1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
BTN1A1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
GUSBP2,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AL021807.1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
H2BC11,1,0,1,0,1,0,0,1,0,1,0,1,0,0
H2AC11,1,0,1,0,1,0,0,1,0,1,0,1,0,0
H2BC12,0,0,0,0,0,0,0,1,0,1,0,1,0,0
H2AC12,0,0,0,0,0,0,0,0,0,1,0,1,0,0
ZNF391,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ZNF184,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AL009179.1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
H2BC13,0,0,0,0,0,0,0,0,0,1,0,0,0,0
H2AC13,0,0,0,0,0,0,0,0,0,1,0,0,0,0
H3C10,1,0,1,0,1,0,0,1,0,1,0,1,0,0
H2BC15,1,0,1,0,1,0,0,1,0,1,0,1,0,0
H2AC15,0,0,0,0,1,0,0,1,0,1,0,1,0,0
H2AC16,0,0,0,0,1,0,0,1,0,1,0,1,0,0
H3C12,0,0,0,0,0,0,0,1,0,0,0,0,0,0
H2AC17,0,0,0,0,0,0,0,0,0,1,0,1,0,0
H2BC17,0,0,0,0,0,0,0,1,0,1,0,1,0,0
OR2W6P,0,0,1,0,0,0,0,1,0,1,0,1,0,0
OR2B6,1,0,0,0,0,0,0,1,0,1,0,0,0,0
ZNF165,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ZSCAN12P1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ZSCAN16,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ZNF192P1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AL022393.1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ZNF192P2,0,0,0,0,0,0,0,0,0,0,0,1,0,0
TOB2P1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ZSCAN9,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ZKSCAN4,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ZSCAN26,1,0,1,0,1,0,0,1,0,1,0,1,0,0
PGBD1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ZSCAN31,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ZKSCAN3,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ZSCAN12,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ZSCAN23,1,0,1,0,1,0,0,0,0,0,0,1,0,0
Z98745.2,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ZBED9,1,0,1,0,1,0,0,0,0,0,0,0,0,0
AL049543.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AL121932.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
GABBR1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
HLA.F.AS1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
RPL23AP1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
