,BIO2197294-CHX_vs_DMSO,BIO2197294-CHX_vs_DMSO-CHX,BIO2197294-CHX_vs_7294,BIO2197294-EtOH_vs_DMSO,BIO2197294-EtOH_vs_U1_WT100_EtOH,BIO2197294-EtOH_vs_U1_WT500_EtOH,BIO2197294-CHX_vs_U1_WT100_CHX,BIO2197294-CHX_vs_U1_WT500_CHX,BIO2197294-EtOH_vs_U1_U1_mut1_100_EtOH,BIO2197294-EtOH_vs_U1_U1_mut1_500_EtOH,BIO2197294-CHX_vs_U1_U1_mut1_100_CHX,BIO2197294-CHX_vs_U1_U1_mut1_500_CHX,BIO2197294-EtOH_vs_U1_U1_mut2_100_EtOH,BIO2197294-EtOH_vs_U1_U1_mut2_500_EtOH,BIO2197294-CHX_vs_U1_U1_mut2_100_CHX,BIO2197294-CHX_vs_U1_U1_mut2_500_CHX
ZNF184,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AL009179.1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
H3C10,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
H2BC15,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
H2AC15,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
H3C12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR2B6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF165,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ZSCAN12P1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
ZSCAN16,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF192P1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AL022393.1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ZSCAN9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ZKSCAN4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ZSCAN26,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
PGBD1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ZSCAN31,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ZKSCAN3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ZSCAN12,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ZSCAN23,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Z98745.2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ZBED9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AL662890.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
GABBR1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
HLA.L,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TRIM39,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TRIM39.RPP21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PPP1R10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C6orf136,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TUBB,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AL662797.2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
HCG20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DDR1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
HLA.C,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
HLA.B,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AL645933.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LTA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
LY6G5C,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LY6G6D,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MSH5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MSH5.SAPCD1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
VWA7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HSPA1L,1,1,0,1,1,1,1,1,0,1,0,0,1,1,1,1
HSPA1A,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
HSPA1B,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SNHG32,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
DXO,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
STK19,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
C4A,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TNXB,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
FKBPL,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
PPT2.EGFL8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
HLA.DOB,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BRD2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
COL11A2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
TAPBP,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SYNGAP1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ZBTB9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
HMGA1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NUDT3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
PPARD,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
FANCE,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MAPK13,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
BRPF3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ETV7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CDKN1A,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
RAB44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PIM1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TMEM217,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TBC1D22B,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MDGA1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
DNAH8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
KCNK5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
DAAM2.AS1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
UNC5CL,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
BYSL,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
GUCA1B,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
UBR2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
DNPH1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ABCC10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAD2L1BP,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AL109615.4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
NFKBIE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCTE1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
RUNX2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CENPQ,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
GLYATL3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
C6orf141,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
PAQR8,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
CILK1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
FBXO9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCM1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AL034374.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KLHL31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HMGCLL1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
BMP5,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1
BEND6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
KIAA1586,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF451,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
RAB23,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AL021368.2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
GUSBP4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AL021368.4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ADGRB3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
COL19A1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
FAM135A,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC00472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
AL136164.3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
RIMS1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CGAS,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EEF1A1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
COL12A1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AL080250.1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
FILIP1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
IRAK1BP1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
PHIP,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AL356776.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AL359715.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL359715.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TENT5A,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
DOP1A,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
PRSS35,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SNAP91,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CEP162,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TBX18,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CGA,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
ZNF292,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AKIRIN2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
PNRC1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
GABRR2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
CASP8AP2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
KLHL32,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MMS22L,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AL589740.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
PNISR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
USP45,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SIM1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
PRDM1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
RTN4IP1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AFG1L,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
FOXO3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Z95118.2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CCDC162P,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ZBTB24,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AL512303.1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CDK19,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TRAF3IP2.AS1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MARCKS,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
HDAC2.AS2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
RSPH4A,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
ZUP1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
KPNA5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NUS1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC35F1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AL450405.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CEP85L,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Z99496.2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
MCM9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM184A,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TBC1D32,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
HSF2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CLVS2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
NKAIN2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
HEY2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TRMT11,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AL035603.1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
KIAA0408,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SOGA3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ENPP3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCN2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
SGK1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
TNFAIP3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ARFGEF3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
TXLNB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
AL035446.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HIVEP2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AL355304.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
AL031320.2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
VDAC1P8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LTV1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
STX11,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
EPM2A,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1
FBXO30,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AL356599.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SHPRH,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
GRM1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
TAB2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SUMO4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ZC3H12D,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LATS1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
RAET1K,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ARL4AP5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZBTB2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
RMND1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL590867.2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
IPCEF1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SCAF8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TIAM2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TMEM242,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
FNDC1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SOD2.OT1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
IGF2R,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AL353625.1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LPAL2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AGPAT4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AL022069.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
RPS6KA2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
CCR6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL031315.1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AL135910.1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
WDR27,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TCTE3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ERMARD,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC00242,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM120B,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TBP,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
PDCD2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM20C,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
PDGFA,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
COX19,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ZFAND2A,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AC091729.3,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
UNCX,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MICALL2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AC102953.2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
INTS1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
PSMG3.AS1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
MRM2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHST12,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TTYH3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
GNA12,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
FOXK1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AC092428.1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AP5Z1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RBAK,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
WIPI2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TNRC18,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
FBXL18,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ACTB,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
FSCN1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
RSPH10B,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
PMS2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
USP42,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM220A,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
DAGLB,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
GRID2IP,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF12,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
PMS2CL,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
RSPH10B2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AC005532.1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AC007128.1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AC007128.2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004949.1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
VWDE,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ARL4A,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ETV1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1
DNAH11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AK3P3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
NUP42,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
GPNMB,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
AC010719.1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
HNRNPA2B1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOXA2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
HOXA3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
HOXA.AS2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
HOXA4,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
HOXA5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
HOXA6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004080.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
HOXA9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004080.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOXA10.AS,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
HOXA13,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CREB5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CPVL,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NOD1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MINDY4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AQP1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ADCYAP1R1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AC018641.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
DPY19L1P1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNRF2P1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC00997,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
RP9P,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
RP9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BBS9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BMPER,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
AC009262.1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
DPY19L1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
DPY19L2P1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SFRP4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM183BP,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
POU6F2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
YAE1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC00265,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC01449,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
INHBA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
AC005537.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
URGCP,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
UBE2D4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
POLR2J4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004951.4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
POLR2J4.1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
LINC00957,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POLM,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NPC1L1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
DDX56,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004938.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SNHG15,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ADCY1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SEPTIN7P2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
GTF2IP13,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
PKD1L1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
HUS1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
FIGNL1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC01446,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF713,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
PSPH,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
PHKG1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AC118758.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF680,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF107,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF273,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CCT6P3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
GTF2IP14,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
INTS4P1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AC092685.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF92,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
INTS4P2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CCT6P1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AC093582.1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
GUSB,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CRCP,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC00174,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SKP1P1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AC006001.3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
RPL35P5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GTF2IRD1P1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
GTF2IP23,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC02604,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TMEM248,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TYW1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CALN1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TYW1B,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SBDSP1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
STAG3L3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
PMS2P7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AC211476.11,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
PMS2P6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BCL7B,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MLXIPL,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
STX1A,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ABHD11,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
