Genes,iPSC.BIO2006152.00150nM,iPSC.BIO2059811.00870nM,iPSC.BIO2135644.01000nM,iPSC.BIO2136770.00300nM,iPSC.BIO1949634.03000nM,iPSC.BIO2060573.03000nM,iPSC.BIO2070692.01680nM
ESRP1,0,0.274,0.117,0,0.337,0,0
PRKAR2A,0,0.197250099222232,0.162,0,0.256044382356043,0,0.112
SPATS2L,0,0.169311226915992,0.221,0,0.215195281472091,0,0.121
P2RX5,0,0.203,0.172,0,0.208,0,0.142
TSPAN14,0,0.208,0.226,0,0.290273295487874,0,0
ADGRB2,0,0.109,0.13,0,0.153,0,0.332068585928429
ZNF207,0,0.105901407137766,0.133724662112471,0,0.264925909909162,0.109891825442464,0.109180067477094
MFSD14C,0,0.122518550825768,0.291208035604921,0,0.198,0,0.111088457839419
KIF16B,0,0.32821055716612,0,0,0.394077502827008,0,0
LPCAT4,0,0.169,0.291298094881306,0,0.261947925084178,0,0
PHF8,0,0.210281100509261,0.174248466383164,0,0.337148058140885,0,0
TMTC1,0,0.243896409141449,0,0,0.477485506709282,0,0
RBM41,0.101,0.252303008702687,0.141,0,0.226769076674366,0,0
STRADA,0,0.20236343786663,0.126984851687419,0,0.256706631220843,0,0.133
ZNF585A,0,0.225,0.248,0,0.246,0,0
KIF13A,0,0.194,0.2,0,0.324341183227344,0,0
LINC01002,0,0.120481128053466,0.103158281666703,0,0.270722282034132,0.223583412306274,0
ARRDC1,0.138,0.104,0.109,0.113,0,0.138,0.115
GBA2,0,0.151,0.248,0,0.31514720118583,0,0
CDK5RAP1,0,0.122,0.195,0,0.262,0.134,0
GRAMD1A,0,0.177306199659298,0,0,0.34005558982092,0.19550295072289,0
DENND2B,0.104,0.225,0,0,0.383403623447034,0,0
AC010642.2,0,0,0.382938741856846,0,0,0.156,0.173
FBXO31,0,0,0.253,0,0.457784377168927,0,0
RAB38,0,0.269208884090705,0,0,0.44128044905437,0,0
EML4,0,0.244539598255429,0,0,0.465860757223618,0,0
DDX59,0.115,0.18520632374854,0,0,0.18508901531651,0.104,0.121
HAUS4,0,0.172,0.172,0,0.259,0,0.107
PHC3,0,0.188,0.174,0.198,0.15,0,0
SLC12A4,0.232,0,0.332,0,0.146,0,0
PKIB,0,0,0.196237663681775,0.220565639818827,0.292372107016261,0,0
AC087721.2,0,0.22110577044814,0,0,0.260527911049768,0.227266671256407,0
IRF7,0.149,0.249,0,0,0.166,0,0.144
TAF1A,0,0.17,0.211,0,0.327,0,0
MDM2,0,0.147363467424376,0.158397256214248,0,0.402,0,0
ZFR,0,0.25519083050122,0,0,0.452099159476114,0,0
RNF220,0,0.139745779090091,0.12180694138508,0,0.13630498319088,0.120939809233247,0.188417052415292
IGF2BP3,0,0.260132739832958,0,0,0.447,0,0
AC092279.1,0,0.203443341791997,0.256890205964988,0,0.245502212033304,0,0
TBC1D14,0,0.181616293831961,0.203347722246044,0,0.319196068976035,0,0
LINC00467,0,0.24880530274344,0.184481373230569,0,0.269935872224056,0,0
MTIF3,0,0.367797942568612,0,0,0.334942803873537,0,0
MB21D2,0,0.146962545610301,0.149062335158427,0,0.405591609936254,0,0
GNB1L,0,0.303441781605717,0.160367966404834,0,0.237649693822567,0,0
CREBBP,0,0.163,0,0,0.538,0,0
ZC3H14,0,0.232,0.149,0,0.319,0,0
TSPAN12,0,0.220475556191341,0.230403287745539,0,0.248945791327731,0,0
CNKSR2,0,0.189,0.230850880738795,0,0.279381531799507,0,0
DDX18,0,0,0,0,0.33,0.369,0
PCNX1,0,0.185,0,0,0.333,0.181,0
PRUNE2,0,0,0.59748508248704,0.101,0,0,0
SMIM7,0,0.108,0.173117241579359,0,0.212034087615582,0.205,0
ENTPD6,0,0.167,0.209,0,0.322,0,0
FSD1,0,0.238735573236403,0,0,0.457665865911762,0,0
STIM2,0,0.13463551645596,0.211101307301325,0,0.209515004239616,0.140182833172488,0
STAG2,0,0.142,0.161133456351555,0.117,0.172503624473407,0,0.102
IFT80,0,0.127,0.322909984019761,0,0.244,0,0
CCDC160,0.377965760529705,0,0,0,0,0.315303237837719,0
DNM1L,0,0,0.212,0,0.127,0.188,0.166
TMEM126B,0,0,0.177,0,0.187,0.17,0.159
PRODH,0,0.384978380199188,0.30760376172668,0,0,0,0
SLC30A6,0,0,0.165889147818289,0,0.181,0.17944682299083,0.166
RPL17,0,0.102,0.169,0,0.146,0.171,0.104
SPHK2,0,0.153,0,0.122,0.308753717704026,0.108,0
PAK3,0,0.371439779906168,0,0,0,0,0.317953224719647
MANBAL,0,0.199,0.28,0,0.209,0,0
DPAGT1,0,0.261903019955259,0,0,0.426,0,0
FAM126A,0,0.243860896321426,0,0,0.443947183045119,0,0
PFKL,0.253,0,0.253,0,0.181,0,0
ZNF589,0,0.188,0.162,0,0.335638567299395,0,0
SELENBP1,0,0.331,0,0,0.354,0,0
HPS5,0.135,0,0,0.337960478270272,0.212,0,0
PSMA3-AS1,0,0.221,0.109582488062874,0,0.354,0,0
ST7L,0,0.161,0.17226976817751,0,0.179081087318956,0,0.171651118940846
KRBA1,0,0.108,0,0,0.462313147958214,0.113,0
NETO2,0,0.306703170643525,0.138,0,0.238498200729673,0,0
OSGEPL1,0,0.104,0.101,0,0.132,0.215,0.131
RNASEH1-AS1,0,0.273783566910361,0.159,0,0.25,0,0
CYBC1,0,0,0.108,0.13,0.166,0.131,0.147
BAZ1A,0,0.202842148506686,0,0,0.479039641953418,0,0
RGS12,0,0.288167383510315,0,0,0.393083368981978,0,0
FAM13B,0,0,0.184646169858517,0,0.227135037031862,0.269405326034566,0
HM13,0,0.208720444887384,0.178211580571144,0,0.293757267480595,0,0
AC106886.6,0,0.17,0,0,0.509627941844508,0,0
G3BP2,0,0.201864457772913,0.119,0,0.229577278758641,0,0.128
C1orf52,0,0.122290550842606,0.169876787642694,0,0.119274397876769,0.122227878466091,0.142463591777684
DLG1,0,0.25479292515697,0.11,0,0.310002258563659,0,0
BRD1,0,0.17668636734875,0.205555490478062,0,0,0.14259663606753,0.149
PRRC2C,0,0.242285450578712,0.110162029824723,0,0.32100307680269,0,0
FAM118A,0,0.338973541306096,0,0,0.334,0,0
OXR1,0.104,0.243843423114745,0,0,0.325103980660911,0,0
USP4,0,0.124,0,0.140810255835908,0.232,0,0.175687319538369
TOR1AIP2,0,0,0.324240412905849,0,0.347858494978076,0,0
PLPP5,0.351,0,0.321,0,0,0,0
ARHGEF10L,0,0.116,0,0,0.55591437874336,0,0
LRRCC1,0,0.199398967785012,0.197,0,0.275215515144492,0,0
CNOT4,0,0.27622385003965,0,0,0.394964193119726,0,0
NEO1,0,0.222137854065252,0,0,0.448919936067317,0,0
CBWD6,0,0,0.187384190557818,0,0.244532754429782,0,0.238855282998736
SLC43A1,0,0.276764770498232,0,0,0.393846204806529,0,0
TSC2,0,0.182,0.189,0,0.299,0,0
STRADB,0,0,0.257622472427511,0,0.178045771922907,0.233881977299944,0
PPIA,0,0,0.213,0.239,0,0,0.216
ADCK1,0,0.103,0.142,0,0.301072272121052,0,0.121
ARMC6,0,0.156,0.165,0,0.232,0,0.114
R3HDM2,0,0.201,0.187,0,0.279,0,0
SNRPN,0,0.205,0,0,0.286,0.176,0
EIF4A2,0,0.202222610262068,0,0,0.355381679749916,0.109050964942862,0
AC012213.1,0,0,0.344072486154132,0,0,0.322556409895766,0
KRT8,0,0.225373392937785,0.140330453047174,0,0.16,0,0.140912647029229
ADAMTS7,0.154,0.165,0.152,0,0.195,0,0
CAPN10,0,0.187,0.169,0,0.31,0,0
FOXP1,0,0.223,0.131,0,0.312,0,0
TUBBP5,0,0.253093835827633,0,0,0.412407753532074,0,0
SUPT5H,0,0.171286561649259,0,0,0.493336485219634,0,0
KDM1B,0,0.287115453337751,0,0,0.377394659086091,0,0
DMKN,0,0.164,0.136,0,0.136,0.12,0.107
TBRG4,0,0.291,0,0,0.372,0,0
TECPR2,0,0,0.14,0.108,0.147,0.148,0.12
ARMCX3,0,0.17833887479928,0.267614593171119,0.215308749363103,0,0,0
AC007405.4,0.330475678092372,0,0.33044147305497,0,0,0,0
ENSA,0,0.383,0,0,0.277,0,0
SCLY,0,0,0.361,0,0.299,0,0
TCF20,0,0,0.184787635872827,0,0.142,0.152,0.180778362487826
SRGAP2C,0,0.330203343618731,0,0,0.329136213499622,0,0
BX890604.2,0,0.259447570567793,0.284054062596902,0,0.115763482707114,0,0
NEK1,0,0.117,0.229242734668048,0.189267774548419,0.12333364567203,0,0
TULP4,0,0,0.157,0.155,0.346260343575712,0,0
DPH6,0,0.233657234441555,0.219309790686818,0,0.204817804812541,0,0
STX3,0,0.21245571731117,0.168819418726033,0,0.274833388955671,0,0
CAPN15,0,0.274951110985757,0,0.222,0.15802061106365,0,0
RBIS,0,0.183260220235129,0.106694071501368,0,0.141891570667442,0.11093548400535,0.112012742738834
BTBD7,0,0.111630875508073,0.182192182387548,0.113,0.24766081501566,0,0
KIF23,0,0.218455618576715,0.138221176777662,0,0.297792448299987,0,0
AL392172.1,0,0,0.2727346391394,0.157,0.224729915843467,0,0
UNK,0,0.271728716545891,0,0,0.382389992997844,0,0
PFKM,0.105,0.105,0.107,0,0.113,0.104,0.12
NRG3,0,0,0.30358202509928,0.35012995923924,0,0,0
TCFL5,0,0.207,0,0.152,0.294635372688674,0,0
HTR7,0,0.217,0.175,0,0.261,0,0
DHRS12,0.331167033075175,0,0,0,0.321655151875978,0,0
CCM2,0,0.171,0.176,0,0.305,0,0
ZSCAN30,0,0.369965350303121,0,0,0,0.281258576280833,0
PIGA,0,0.175066842708646,0,0.139,0.335,0,0
PTTG1,0,0,0.226120949832826,0,0.207026132896631,0.215595210369352,0
GPR176,0,0.217389583491832,0,0,0.430755898255195,0,0
TMEM161B-AS1,0.115,0,0,0.206368809343663,0.326342005452726,0,0
HROB,0,0,0.217,0,0.255470618757368,0.175,0
SNHG17,0,0.189,0.177,0,0.132,0,0.149
AUTS2,0,0.192895329347657,0.179,0,0.274536445021927,0,0
TMEM192,0,0.188444671942105,0.168161602116609,0,0.289540360674619,0,0
ARHGEF12,0.121,0.135,0.185909530259933,0,0.204,0,0
CCDC144NL-AS1,0,0.312662884992556,0,0,0.33315449498106,0,0
TAB2,0,0.11755496323948,0,0,0.412227199435379,0,0.116
ARVCF,0,0.2647827691154,0,0,0.188651034754177,0,0.191586780880715
OGDHL,0,0.177,0.189,0,0.278708160119623,0,0
IGSF3,0,0.167953143483287,0,0,0.476293869857164,0,0
PLA2G4C,0,0.191466091726942,0.138210451573617,0,0.313873271751232,0,0
ZNF211,0,0.216286966023146,0.105,0,0.200975816548141,0,0.121
RBSN,0,0.251,0.133,0,0.259,0,0
AP2A2,0,0.115918167360948,0.190361428058319,0,0.336473841475263,0,0
POLG,0,0.113,0.16,0.108,0.261008200529308,0,0
EHMT1,0,0.15,0.111,0,0.259318703129444,0,0.121
CACNG7,0,0.241865102834087,0.119,0,0.278834005340626,0,0
CSNK1D,0,0.166,0.122,0,0.250556728696389,0.101,0
NKIRAS2,0,0.297353024987029,0,0,0.341799648117711,0,0
CHDH,0,0.318881239754244,0,0,0.320179425247091,0,0
HSP90AA1,0,0.175,0,0,0.193,0,0.269663393550782
ZGPAT,0.264,0,0,0,0,0,0.373
ACAP2,0,0.141911496187557,0.108229462242148,0.150572241701735,0.235123641490791,0,0
FBXO25,0,0.133,0.216,0,0.147,0.139,0
JMJD7-PLA2G4B,0,0,0.157,0,0.202,0,0.276
POLR1A,0,0.131,0.147,0,0.248,0.109,0
CYTH1,0,0.227,0.203,0.204,0,0,0
SKA2,0,0,0.181,0,0.152,0.177,0.124
ZNF878,0,0,0,0,0.630894517916028,0,0
ZC3H11A,0,0.198,0.139,0,0.293,0,0
AC018630.2,0,0.316,0,0,0.312970890946118,0,0
TACC2,0,0.224,0.122,0,0.282,0,0
AC008770.1,0,0,0,0,0.62720822809616,0,0
ZNF646,0,0,0,0,0.352485870465045,0.274306305090959,0
WASF1,0.296600895808846,0,0,0,0.329792348352313,0,0
BUB1,0,0.196047057199014,0.101197949136436,0,0.328603519111413,0,0
TRIM27,0,0.332,0,0,0.293,0,0
PARP4,0,0.206449705225563,0,0,0.418296169834966,0,0
CCDC90B,0,0.146,0.114,0,0.133529155218121,0.123,0.108
RFX1,0,0.26,0,0,0.364,0,0
DCUN1D4,0,0.145,0,0,0.478230117973438,0,0
CALM2,0,0.273,0,0,0.349,0,0
CMC2,0,0,0.153,0.145,0.147,0,0.177
ZFYVE9,0,0.255306137775696,0,0,0.366546055483177,0,0
ZSCAN18,0,0,0,0.270443868681178,0.35067577306306,0,0
CHD1,0.112155885339154,0.126095249631031,0.113164626467627,0,0.164057739802588,0.105565913446691,0
BOLA3-AS1,0,0.146780649132228,0,0.216144348222829,0.258113513319948,0,0
NDUFAF7,0,0.193,0.156,0,0.272,0,0
RILPL2,0.192,0.135,0,0,0.145,0.149,0
STAG3L5P-PVRIG2P-PILRB,0,0.172,0,0,0.168,0.178,0.103
MLH1,0,0.222814904746953,0.220611473210176,0,0.176119571801767,0,0
ASAH1,0.197,0.167,0.128,0,0.127,0,0
RELT,0.169,0.186,0,0,0.264,0,0
VRK3,0,0.236,0.103,0,0.279,0,0
PRORP,0,0.237964712397952,0.24294788130915,0,0.136,0,0
STARD3NL,0.107445460334541,0.121,0.170389141873521,0,0.218061351507344,0,0
AC064802.1,0,0.250513773497148,0.123785891316963,0,0.239924898197547,0,0
KANSL3,0,0.161,0,0,0.453,0,0
AC093157.1,0,0.172,0.173,0,0.147,0.121,0
DEDD2,0,0.220763171863553,0.121,0,0.270842286716181,0,0
MED1,0,0.341422700991632,0,0,0,0,0.27114895084543
NME4,0,0.226,0,0,0.233,0,0.153
SLMAP,0,0.169029112509578,0.168,0,0.274357703670043,0,0
ANK2,0,0.277320764538574,0,0,0.333783367227286,0,0
DST,0,0.237107774936095,0,0,0.373908086703182,0,0
FUCA1,0,0.287673140844241,0,0,0.321999852273339,0,0
CRACD,0,0.207459505610847,0.17,0,0.231216917822476,0,0
CD99L2,0.143563818149663,0.16363902684542,0,0,0.301,0,0
AGK,0,0.172303280322858,0,0,0.435794254002255,0,0
USP9X,0,0.206823821209363,0.183552762759168,0,0.216226111253421,0,0
C12orf73,0,0.200524900035113,0.185052169576777,0,0.220646172751915,0,0
MED16,0,0.272086965652352,0,0,0.333828173153537,0,0
PRELID3A,0,0.292060784531743,0,0,0.313336356386158,0,0
CBARP,0,0,0.336161560829892,0,0.2692271847996,0,0
CABYR,0,0.267230479881124,0,0.16,0.177,0,0
CHKB,0,0.115,0.134,0,0.247,0,0.108
AC090114.3,0,0.228,0.158253798260496,0,0.217,0,0
BPTF,0,0.142727102123038,0,0,0.221700530040246,0.118266749857407,0.120505309456293
RPL10A,0,0.175,0.144,0,0.136,0,0.148
Z83844.1,0,0,0.265,0,0.338,0,0
CNNM3,0,0.16892320383671,0.156407486287139,0,0.277650674394238,0,0
FAR2P2,0,0.283239877314375,0,0,0.318427075674019,0,0
MICALL1,0,0.273395682396105,0,0,0.327829638387987,0,0
VPS35L,0,0.152,0.124,0,0.224,0.101,0
WDR73,0,0.193682850614448,0,0,0.206141081549283,0,0.201012248918156
ZNF117,0,0.326730966788943,0,0,0.273740734431811,0,0
CES2,0,0,0.185,0,0.186,0.229,0
AC245060.7,0,0.188,0,0,0.186,0.225603045630387,0
AC008695.1,0,0.397576077837147,0,0,0.201768463564744,0,0
HMGXB4,0,0.18,0.182923484997813,0,0.235856378222962,0,0
VAMP3,0,0.20253680973104,0.169301967449287,0,0.226381027041526,0,0
EPS15L1,0,0,0,0,0.305204574715612,0.188,0.104
DMTF1,0,0.16,0.187,0,0.25,0,0
ZMIZ1,0,0.182986541587178,0,0,0.413421743949014,0,0
GMPR2,0,0.161,0.165,0,0.27030838331576,0,0
FP236383.3,0,0.144856580325417,0,0,0.118704217663778,0.332660930980252,0
ASH1L,0,0,0.211150384024323,0,0.212,0.17282386882443,0
ATG4D,0,0.217,0.115,0,0.263,0,0
LUC7L,0,0,0.23,0,0,0.231,0.134
SKP2,0,0.218327147340772,0.130682826299825,0,0.244430103109192,0,0
RALGDS,0,0.173293469417549,0.215,0,0.205016561403674,0,0
PDPR,0,0.107,0.163,0,0.218,0,0.105
C1orf50,0,0.146,0,0,0.320764582634626,0,0.126
R3HDM4,0.109332199441297,0,0.121087315615906,0,0.113,0.1114634233747,0.137250150468004
ZNF548,0,0,0.364469451381929,0,0.227520876472525,0,0
AMOTL1,0,0.250604684160634,0,0,0.223100565812996,0,0.118
LMAN2L,0,0.228,0,0,0.258497121988264,0,0.105
KSR1,0,0.204099839698293,0.173,0,0.214358255067076,0,0
POLQ,0,0.258070003401952,0,0,0.332961367489439,0,0
KCNC3,0.221,0.157,0,0,0,0.213,0
ALPK3,0,0.219,0,0,0.371973427612078,0,0
MCAT,0,0.16,0.142,0,0.288513616681363,0,0
CNOT2,0,0.159,0.111,0,0.320341990320172,0,0
AHI1,0,0,0,0,0.303772946463437,0,0.285967284232878
ZNF791,0,0,0.184864002320406,0,0,0.170349760560943,0.233926365378326
CPSF4,0,0.181212420900008,0.110687175134847,0,0.296339628521428,0,0
MFSD11,0,0.131,0,0,0.456580828957128,0,0
MED12L,0,0.155,0,0,0.432477750465742,0,0
CNRIP1,0,0.384936375619056,0.202023662444599,0,0,0,0
DGUOK,0,0.201,0.168,0,0.217,0,0
DMC1,0,0.296101904797417,0,0,0.289327065973185,0,0
EFR3B,0,0.257541994199609,0,0,0.327569937133041,0,0
WDR20,0,0,0.317676764432619,0,0.266941950110692,0,0
RARS1,0,0,0.175000360954359,0,0.102519044647094,0.172709340634592,0.133967435793241
MRPL20-AS1,0,0.307,0,0,0.276512797504768,0,0
HECTD1,0,0.187272713005344,0.119,0,0.155,0,0.122
HIBCH,0,0,0,0,0.582494852666833,0,0
ZMYM1,0,0.297,0,0,0.285,0,0
CTDSPL,0,0.126,0,0,0.31200515848106,0.143,0
MUC20-OT1,0,0.249001402216612,0,0,0.331637672006811,0,0
RMND5B,0,0,0.231175738295423,0,0.241043724443849,0,0.107
CENPO,0,0.296,0,0,0.283,0,0
DBF4B,0,0.122,0.227,0,0.23,0,0
ARHGEF7,0,0.162337684788888,0,0,0.416077298649492,0,0
TCF7L2,0,0.124,0.232664042748831,0,0.120483804895631,0.101,0
CYRIB,0,0.212754740782055,0,0,0.364890783739985,0,0
AC005833.1,0,0.26282171626302,0,0,0.314485650447636,0,0
CCHCR1,0,0.135,0,0.112,0.330163626795304,0,0
AP1S2,0,0,0.165,0,0.132,0.145,0.135
ATPAF2,0.114,0.153,0.192,0,0.118,0,0
FAM160A1,0,0.166,0.186,0,0.225,0,0
NEU3,0,0.238,0,0,0.339,0,0
BCAS3,0,0.217140690102285,0,0,0.359766596727162,0,0
ANO8,0,0,0.124,0.124,0.105,0.11,0.112
TMEM159,0,0.29372695867432,0,0,0.281021181795692,0,0
NADK,0,0.195838049884813,0.139090993806999,0,0.239486339882166,0,0
CRYBG3,0,0,0,0,0,0.310379017634101,0.263856560436658
ZC3H10,0,0,0,0,0.574158764501541,0,0
DHX9,0,0.298166015844195,0,0,0.275839951755689,0,0
IDH1,0,0.139696681131514,0,0,0.433983620666966,0,0
TMEM14B,0,0.300933191551295,0.116,0,0.156269161260416,0,0
CRAMP1,0,0,0,0.180320531017062,0.124562597235594,0.267790701860588,0
PCNX2,0,0.205938291987422,0,0,0.366,0,0
ZNF83,0,0,0,0.404316808191646,0.167195414155846,0,0
PRDM4,0,0.174,0,0,0.397,0,0
PBRM1,0,0.246,0,0,0.324545438730455,0,0
MFSD8,0,0,0.153,0,0.272,0,0.145
OGFOD2,0,0.205,0,0,0.147,0.218,0
GSE1,0,0,0.211,0,0.358317861647678,0,0
FHL3,0,0.278964118579281,0,0,0.290051228618008,0,0
PKP4,0,0.129,0.129,0,0.311,0,0
SUZ12P1,0,0.182,0,0,0.166,0,0.220684282424118
SPEN,0,0.253844873002018,0,0,0.314536445246793,0,0
LRRC8B,0,0.265385190696748,0,0,0.302833899285529,0,0
CDK11A,0,0.184807783476696,0.143834268057653,0,0.238967674710731,0,0
STK32C,0,0.197600043937839,0.162033337142431,0,0,0.2075887028408,0
TBL1XR1,0,0.117,0,0,0.450018403184872,0,0
PPRC1,0,0.112,0,0,0.455,0,0
PFDN5,0,0,0.255,0,0.312,0,0
AC211429.2,0,0.147,0,0,0.179,0,0.240717404074865
BX470111.1,0,0,0,0,0.566698429000275,0,0
CDK16,0,0.296,0,0,0.270083354059281,0,0
GABPB1,0,0.307410288092124,0,0,0.258490352752579,0,0
FAM13A,0,0.248586639355376,0,0,0.316870834884316,0,0
CLIP1,0,0.113,0.111,0,0.237141689184987,0.104,0
CEP70,0,0,0.19,0,0.181,0.19386167178921,0
SH3PXD2A,0,0.19,0,0,0.374138611750542,0,0
AL031708.1,0,0,0,0.179,0.175,0.21,0
CLDN7,0,0.265959051215804,0,0,0.298040746730686,0,0
DHRSX,0,0.182779881808376,0,0,0.38088242501171,0,0
APOO,0.11993593373461,0,0.171696103206254,0.10590673425198,0,0.166118486566955,0
CYP20A1,0,0.211,0,0.162,0.19,0,0
RASGRP1,0,0.278,0,0,0.285,0,0
CLOCK,0,0.203334784167181,0.103,0,0.256536339709611,0,0
TROAP,0,0.150816582132301,0.158195228734298,0,0.253083267393811,0,0
EXD2,0,0,0.20778221040135,0.149348537461621,0,0,0.203979891554655
ZKSCAN5,0,0.258162486345975,0,0,0.302814745425941,0,0
NSDHL,0,0.159073697902979,0.146643902096611,0,0.137128155187639,0.117299271008897,0
PILRB,0,0.213,0,0,0.146,0.201,0
TMLHE,0,0,0.26073497125702,0.298752577839895,0,0,0
CCDC150,0,0.171108150413666,0,0,0.223,0,0.165
SHROOM4,0.244,0,0,0,0.315,0,0
ADAM22,0,0.321127807811217,0,0,0.237595121369542,0,0
INAVA,0,0.2260438045439,0,0,0.332613523599938,0,0
KIAA1191,0,0.17,0,0,0.243,0.145,0
MON2,0,0.242,0,0,0.151974751242154,0.163824470353729,0
AC087632.2,0,0,0.286498565809415,0,0.27086427018359,0,0
TPGS2,0,0.218146161677045,0,0,0.338967524345318,0,0
WAC,0,0.19,0,0,0.366593682142377,0,0
PPOX,0,0.205,0.149559161988108,0,0.202,0,0
CHD4,0,0,0.32601856165463,0,0.230217359653969,0,0
PXN,0,0.141369896714982,0.234,0,0.180512015544729,0,0
XBP1,0,0.20489289265771,0.180186714331381,0,0.170643558307057,0,0
SFXN2,0,0.109,0.14880311515345,0,0.297567965391177,0,0
ANKRD18B,0,0.231827945142808,0,0,0.323270707883168,0,0
CUL2,0,0.176,0.12,0,0.259,0,0
SCAP,0,0.192411509396826,0,0,0.216877430788004,0,0.145
UBE3B,0,0,0.183,0,0.224655371546452,0,0.146
TCTN3,0,0.113,0.126,0,0.314,0,0
MANEAL,0,0.152,0.204,0.197,0,0,0
ZFAND1,0,0.114469203437383,0.131,0,0.159502022151133,0.148,0
GRK6,0,0.171056164946323,0.12056931860966,0,0.261121614763954,0,0
EEF2KMT,0,0.167874701397221,0,0.134,0.250565723802901,0,0
FKRP,0,0,0.16,0.203,0,0,0.189
MIA-RAB4B,0,0.178,0.207,0.167,0,0,0
CD27-AS1,0,0,0,0,0.289773061424795,0.261,0
ASL,0,0.296755691211149,0.141,0,0.113,0,0
MIR924HG,0,0.217275997154287,0,0,0.333,0,0
SLC12A9,0,0.13,0.133,0,0.286243167784789,0,0
ASPM,0,0.24,0,0,0.308,0,0
PAPOLA,0,0.113,0.145,0,0.183,0.107,0
AL360181.3,0,0.25,0,0,0.297,0,0
SGO1,0,0,0.113,0,0.142,0.149,0.143
TRIOBP,0,0.130969199982365,0,0,0.210717146573967,0.205,0
METTL8,0,0.1761104191097,0.155130057390404,0,0.213101973776616,0,0
IKBIP,0,0.167182606607169,0.151111789590604,0,0.225849643047614,0,0
RAB25,0,0.177092150051561,0.128071988624573,0,0.238783632391921,0,0
CPT1C,0,0.195,0,0,0.243,0,0.105
TRIM6,0,0.117,0,0,0.298953772578291,0.127,0
FIGN,0,0.268,0,0,0.274878531964416,0,0
MIS12,0,0.148,0.111,0,0.283253672231284,0,0
PRPF4B,0,0.111,0,0,0.166,0.265016674271303,0
SNHG1,0,0.131,0.14,0,0.148,0.123,0
MPZL1,0,0.16,0.102,0,0.279962696701617,0,0
GMIP,0,0.113,0.114,0,0.314773548098304,0,0
SRGAP2B,0,0.284003971725303,0,0,0.257684306299169,0,0
OBSCN,0,0.263557983110493,0,0,0.278013696169769,0,0
GORASP1,0,0.193,0,0,0.347,0,0
HMGN2,0,0.107,0.187,0.136,0.11,0,0
LRBA,0,0.166604743453839,0,0,0.372830796904741,0,0
CHST7,0,0.216557183270315,0,0,0.322354868546249,0,0
AC138969.1,0,0.11393804587192,0,0,0.424407891128743,0,0
TNPO3,0,0.209705208168499,0.167193212178704,0,0.16113312861302,0,0
CEP57L1,0.102,0,0.116,0,0.319818450452507,0,0
TSPOAP1,0,0,0,0,0.537,0,0
DDHD1,0,0,0.111,0.129,0.296545420870345,0,0
ZRANB3,0,0,0,0,0.536408028725435,0,0
ZNF814,0,0.176668810574379,0.111,0,0.248612936854847,0,0
ARHGAP23,0,0.214,0,0,0.186,0.136281528206916,0
PAOX,0,0,0,0,0.536114803754755,0,0
GANC,0,0.211,0.116,0,0.209,0,0
DUSP16,0,0.176143423479374,0,0,0.255339479411708,0.104230624175329,0
ZNF429,0,0,0.155195367731642,0,0.161263698610338,0,0.218823832599652
C2orf68,0,0.277994400783913,0,0,0.257174611727063,0,0
NUP54,0,0.176962693192424,0,0,0.358,0,0
ARHGEF9,0,0.137,0.187,0,0.210826901235232,0,0
PTP4A3,0,0,0.183041493207574,0,0.351351174837832,0,0
PARP6,0,0,0.239958211336807,0,0.294380708623319,0,0
ARHGAP22,0.286331754054418,0,0,0,0.248,0,0
ARMC5,0.152,0.126,0.123,0,0,0,0.133
TLE1,0,0.246626046554135,0,0,0.184332309998593,0.103,0
S100PBP,0,0.152338399750779,0,0,0.166037188502501,0.215387856571179,0
PIGT,0,0,0.324,0,0.107,0.102,0
TRIT1,0,0.221,0,0,0.312,0,0
EYA3,0,0.107383420886118,0,0,0.425,0,0
RNH1,0,0,0,0,0.181931563946005,0.17,0.180339379596563
CAMSAP1,0,0.11,0.212092805085813,0,0.107,0,0.103
PGAP3,0,0,0.172,0,0.188,0,0.172
ECSIT,0,0.204600851549376,0,0,0.327293051766116,0,0
RAB3IL1,0,0,0,0,0.531460632858881,0,0
SETD2,0,0.23,0,0,0.196351561517241,0.105,0
NUP50,0,0.271544681624055,0,0,0.259154429129549,0,0
PIK3R2,0,0.211693815406448,0,0,0.318792690936825,0,0
ZNF37A,0,0.270380691758769,0,0,0.25922703952424,0,0
ZNF75A,0.108,0.150854153746325,0.125,0,0.145,0,0
TYW5,0,0.162357265222129,0,0,0.365738678852465,0,0
TBRG1,0.162,0,0.151,0,0.214889978293734,0,0
PPIL2,0,0.189716251200116,0,0,0.338041974024549,0,0
AC007192.1,0,0.20645421337582,0,0,0.320987297298017,0,0
PIP5K1B,0,0,0.279162516635017,0,0.248099093744366,0,0
L1TD1,0,0.154544330822714,0.151467116003727,0,0.221228272330382,0,0
CD24,0,0.211849341052323,0,0,0.315217305889219,0,0
HNRNPH1,0,0.119,0.178,0,0.115,0.115,0
ASXL1,0,0.243556527949806,0,0,0.283415889075529,0,0
CACFD1,0,0.107474269057825,0,0,0.227676860915918,0.191807639824359,0
LIPG,0,0.154,0,0.139,0.233,0,0
ORMDL1,0,0.168,0,0,0.357771425511876,0,0
ZNF100,0,0.124,0.127,0,0.2746527480186,0,0
SPIN3,0,0.231651431142549,0.294,0,0,0,0
ZNF48,0,0.297550283434062,0,0,0.227454882783717,0,0
