Genes,NGN2.BIO1755497.00040nM,NGN2.BIO2006152.00150nM,NGN2.BIO2059811.00870nM,NGN2.BIO2135644.01000nM,NGN2.BIO2136770.00300nM,NGN2.BIO1949634.03000nM,NGN2.BIO2060573.03000nM,NGN2.BIO2070692.01680nM
RANGAP1,0.126,0.146,0.125,0.233,0.116,0.12,0.162,0.165
WASH6P,0,0.346382331288998,0.338850615496727,0.503173723698569,0,0,0,0
POLG,0.111,0.289,0.131,0.364,0,0,0.293,0
AGBL3,0.171,0.116,0,0.286,0.11,0.149,0.352652204662567,0
GUSBP11,0,0.225,0,0.288,0,0.132,0.246,0.292
RALGAPA1,0,0,0.374075013555903,0.287019326634718,0,0.279947477590949,0,0.241548610657514
SPOPL,0,0,0.557666925309828,0,0,0.623810495329606,0,0
CWC27,0.131791859493906,0,0,0.282713953408595,0,0.219485459560107,0.317011709334637,0.226631477911762
NT5C3A,0,0,0.433546828560809,0.106769773949437,0,0.635563565714205,0,0
USP25,0,0.216831897552966,0.39250256665761,0,0,0.566278972531891,0,0
EPHA4,0,0,0.582214474548309,0,0,0,0.59171810980128,0
ICA1L,0.109103968214705,0,0.336803051722604,0.126280624077981,0,0.477358242567877,0,0.124
MFSD11,0,0.195351983924659,0.242912685228479,0.1880032432556,0,0.547237528134489,0,0
SETDB2,0.14,0,0.227243155048139,0.12,0,0.194324188565351,0.352498056093118,0.138
STIM2,0,0,0,0.445,0,0.341,0,0.384
MARCHF1,0.172845159933603,0,0.241882171373932,0,0,0.325262970063167,0.225228962918735,0.203418568864134
ACADM,0,0,0,0.412,0,0,0.389,0.365
ZFP62,0,0,0.261,0.201,0,0.238,0.249859881748469,0.216
LARP1B,0,0.203,0.111,0.141,0.291761121385185,0.217977120426819,0,0.195
JARID2,0,0,0.224482884304191,0.203271533447379,0,0.278398753204171,0.250796565678595,0.201933561397834
CREBZF,0,0,0,0.285,0.336,0,0,0.537
SHISA7,0,0,0.251121876270993,0.210942418710137,0,0.269802629099072,0.192052393833911,0.23391882065204
CEP95,0,0,0.50431142061683,0.3425489811642,0,0,0.310969650829048,0
CHORDC1,0,0.385,0,0,0.385,0,0,0.385
AC233296.1,0,0,0.335984990755177,0.326123817675243,0,0.146,0,0.346327091979701
SYMPK,0.269,0.23,0,0,0.198,0.187,0,0.269
FAM3A,0.155830092199767,0,0.104,0.154872359961374,0,0,0.543149908571724,0.189900869216734
JPX,0,0,0.15,0.255,0.112,0.248,0.189,0.189
USP42,0,0,0.283419809617566,0.170143201119816,0,0.534439596632867,0,0.154027994636497
ZNF518B,0.124,0.137,0.168,0.184,0.176,0.221,0.132,0
UNK,0,0,0.20216784007939,0.199385872557676,0.219299819711639,0.336851456605161,0.182639998496214,0
LRRC27,0,0,0.505527419185334,0,0,0.634396976548907,0,0
ATP11B,0,0,0.377559300530593,0,0,0.759961526642982,0,0
OXNAD1,0,0,0.708796677036396,0,0,0,0,0.428685653807181
MTRF1,0.262978755473819,0,0.137,0.40814577155645,0,0.328596993002089,0,0
MAP2,0,0,0.34548753532139,0.28264457388092,0,0.260893757884565,0.112,0.135283968343165
LATS1,0,0,0.37983871092624,0.322667903267312,0,0.175941195901124,0,0.24900637077048
ANKHD1-EIF4EBP3,0,0,0.235162915241524,0.162,0.252389801227819,0.475328432479502,0,0
FAM81A,0,0,0.295132045136128,0.349890711514617,0,0,0.477,0
ILK,0,0,0.349,0.314,0,0.324,0,0.13115921060658
BCHE,0,0,0.301264251036926,0.247413073066113,0,0.222640048729601,0.107,0.239794292785398
MFSD8,0.108,0,0.243,0.108,0.131,0.217,0.15,0.161
TRIM9,0,0,0.357,0.157,0,0.361,0,0.243
RGL1,0,0,0,0.276471513399085,0,0.170991395919493,0.312774050737932,0.357406360082958
FAM207A,0,0,0.467409246052521,0.23273179052789,0,0.415,0,0
AC007743.1,0.416902795568736,0,0.351813498728995,0.159,0,0,0.187,0
ZNF25,0,0,0.360436818733357,0.285858561257296,0,0.467744279091668,0,0
NUP85,0,0,0.263,0.355,0,0.132,0,0.364
MDC1,0,0,0.215993345503447,0.197,0.104,0.237809996033713,0.182,0.177
WASF1,0,0,0.234508032500966,0.30472380218744,0,0.199199619146129,0.21786696527229,0.156066061416869
CBWD4P,0,0,0.306342540161071,0.343314761671669,0,0.201313597446488,0,0.256535639101978
UBXN4,0,0,0.321,0.217,0,0.397,0,0.171
RBKS,0,0,0.181980054174406,0.236163500149613,0,0.408709749525279,0.277316929018472,0
PTPRZ1,0,0,0.297,0.267,0,0.236,0,0.301
ANGEL2,0,0,0.318231609901005,0.196896549670542,0.274611011098347,0.310423374849068,0,0
URI1,0,0,0.347173370145627,0.301748240979236,0,0.450721994198151,0,0
AIMP1,0,0,0.40536833481455,0.135,0,0.297113607374105,0,0.260866799495942
LRP1B,0.306356373625897,0.311606331080868,0.242839764620562,0,0,0,0.236,0
MARCHF6,0,0,0.261,0.218,0,0.284,0,0.327
TPP2,0,0,0.274516954772089,0.261828704271441,0.118898937042699,0.287742953099892,0,0.141803633646188
FARS2,0,0,0.424272819633415,0,0,0.263709814926566,0.396103662722769,0
HMOX2,0,0,0.451,0.177,0,0.456,0,0
TMEM260,0,0,0.257195265957208,0.276902635765872,0,0.297949579552364,0,0.249620686911878
ARFGEF3,0.213857487901609,0.111734590359327,0,0.181744073247529,0,0.130232385662439,0.209685716591041,0.232243790795098
CLVS1,0.127,0.12,0.133,0.121,0.152,0.109,0.159,0.158
MARCHF11,0,0,0.410819462983049,0,0,0.415621376739497,0,0.252489607335831
CRTC2,0,0,0.342,0.239586338468613,0,0.238,0,0.25833350154457
MTFP1,0,0.162,0.152,0.132,0.248,0.181,0.202,0
AC036214.3,0,0.176254002514545,0.181584147904834,0.179036341520566,0,0.180111447575235,0.177854131801162,0.18138219159766
GBAP1,0,0,0.466,0,0,0.609,0,0
TCF3,0,0.28609417467327,0,0.307743184411648,0.221,0.259198843777778,0,0
TTC25,0,0,0.268,0.268,0,0.268,0,0.268
ARPP19,0,0.237160634061851,0.238337527719185,0.177231023134166,0,0.200051845882835,0,0.218511280754105
ADAM22,0,0,0.294075930094096,0.284675188719232,0,0.297,0.19447209754862,0
INPP5F,0,0,0.274,0.23,0,0.311,0.255,0
NBPF11,0.307421071411722,0.360604200843903,0.164377244117058,0,0,0.236757351773821,0,0
VPS41,0,0,0,0.278955588203462,0,0.148219733112357,0.341155873068873,0.30053661693333
P4HA2,0.371613307867929,0,0,0,0.274307889977757,0,0.422819521362563,0
WASHC4,0,0,0.146,0.481500839287387,0.255012578809221,0.186,0,0
ARMC2,0,0,0.488761990013392,0,0,0,0.310598213262894,0.268413577103827
RNF217,0,0,0.403911906119266,0.317075080911165,0,0.346533124757735,0,0
TBPL1,0,0.102,0.136,0.134,0.129,0.214,0.184,0.166
TMX3,0,0.173696818870452,0.177092947050862,0.18327851022669,0,0.173478649873727,0.177528304853035,0.177705777363794
NFKB1,0,0,0.285246061443487,0,0.264,0.513186920240845,0,0
CCNB1IP1,0,0,0.271695619202496,0.315041101128492,0,0.125111160428007,0.231672845746395,0.118350526981935
LINC01881,0,0.165,0.196483699562438,0.239165293278819,0,0.121,0.101,0.239106905007073
TPT1-AS1,0.128,0,0.172,0.142,0,0.220659589684362,0.209385500733867,0.189112822160789
ENKD1,0.162,0.182,0.173,0.169,0,0.188,0.186,0
TCF4,0,0,0.176276789762861,0.261438366369592,0.246616375274039,0.375488378797372,0,0
NRSN2-AS1,0.220853702224683,0,0.121,0.292374764579688,0,0,0.219553616596963,0.204858033059976
ZCCHC8,0,0,0.36640154540855,0,0,0.692183326644987,0,0
DIS3L,0,0,0.317709634625697,0,0,0.343243949164277,0.29116054343324,0.105
PPOX,0,0.121043561745178,0.251,0.197,0.107278757450871,0.13,0,0.25
TAMM41,0,0,0.339193573242493,0.157766350545562,0,0.437760042376246,0.121,0
PGM3,0,0.153,0.244,0.152,0.179,0.156,0.171,0
THAP6,0.197762804583962,0,0.190285785172827,0.203205657494432,0,0.260144406484188,0,0.200977374092736
NRXN1,0,0,0.107753519025313,0.227357416441633,0.111782788237451,0.115090542474442,0.23688090661063,0.251521178614546
VTI1B,0,0,0.231474889829029,0.139,0,0.239204606370284,0.231700521422578,0.20772295912465
SCHIP1,0.225,0,0.208,0.137,0.13,0.163,0,0.186
TEX30,0,0,0.350446298576618,0.209,0,0.228,0,0.261
TCF12,0,0,0.470409681999659,0.213320069679259,0,0.363660792606015,0,0
RHBDL3,0,0,0.245,0.169,0,0.306440900945634,0.15,0.176
CDK10,0.12,0.188,0.102,0.151,0.151,0,0.185,0.148
PINX1,0,0,0.181298579604043,0.25109333530601,0,0.280225317699375,0.330895990931975,0
FADS2,0,0.272834452034021,0,0.391930055036281,0,0.378605022579066,0,0
SLC25A14,0,0,0.246,0.158,0,0.193,0.145,0.30086220609182
HEATR6,0.128,0.105,0.103,0.217723964545575,0.116,0,0.139,0.232881064216452
STX2,0,0,0.298971489853654,0.215472077561743,0,0.336063776670939,0,0.190521343902375
ZMYM5,0,0,0.211,0,0.298,0.296,0,0.234
PTPRS,0,0.10661281233237,0.187580024955873,0.173283184540441,0,0.21219047198903,0.182191357931061,0.174276424898572
APOE,0.355597413025515,0,0,0,0,0.276145554713999,0.403266307147069,0
FBN3,0.124,0,0.287,0.155,0.122,0.214657430672368,0,0.131
CNIH3,0,0,0.367185805399389,0.320022630216327,0,0.346432679214097,0,0
IFT88,0.117,0,0.216,0.19,0.159805435951487,0.215,0.131845356602697,0
CPNE1,0,0,0.258,0.181,0,0.256,0.154,0.18
DOT1L,0,0,0.261799125672691,0.326770937914538,0,0,0.273998516113927,0.166253275733269
MBOAT2,0,0,0.355016273843772,0,0,0.672805467631384,0,0
CAMK1G,0,0,0.302170176861863,0.25838953456231,0,0.461808151219005,0,0
THRAP3,0,0,0,0.216834930209192,0.292,0,0,0.512
PRKCI,0,0,0.570716334375044,0,0,0.447900802373576,0,0
EHMT1,0.191130682821603,0,0.331280955667926,0,0,0.495681219025946,0,0
DLGAP1,0,0,0.436223988256434,0,0,0.581572526159504,0,0
AKAP6,0,0,0.364699517690975,0.236812789707208,0,0.416139352085125,0,0
LRP8,0,0.11,0.172,0.104,0,0.234,0,0.394
MRPS28,0.125,0.119,0.123,0.136,0.134,0.13,0.115,0.131
LINC00662,0,0.195,0.188,0.184,0,0,0.25,0.196
AP4E1,0,0,0.606777335069541,0,0,0.406,0,0
SKA2,0,0.102,0.116,0.159,0,0.208814312100407,0.207946924224619,0.216543977156363
PAXBP1,0,0,0.24384788735338,0.238685123104414,0,0.195832833209273,0.145,0.18670400603633
WAC-AS1,0,0,0.185926929896829,0,0.18,0.235,0.215,0.194
PPP4R3A,0,0,0.293277137956313,0.180176723452707,0,0.279367533634707,0.117494687132205,0.138425882769761
SGMS1,0,0,0.196220774032052,0.206443575140402,0,0.19410190039143,0.202414902905246,0.20924001037042
BSDC1,0,0,0.373647740643601,0.12363484308293,0,0.50815898648371,0,0
ZSCAN30,0,0,0.262136415356231,0.195141182759269,0,0.289932031838256,0,0.256753023512918
FBXL4,0,0,0.301423726249378,0.141,0.165,0.24384912060838,0,0.152
SORBS1,0,0,0.173318226430611,0.21,0,0.287,0.105,0.227
OBSCN,0,0,0.456959053305703,0,0,0,0,0.543422517074251
PGS1,0,0,0,0.127,0,0.434307173351457,0.438314328827611,0
STXBP4,0,0,0.546728905479189,0.196575474179981,0,0.255635403696689,0,0
SCLT1,0,0.265422934426123,0.34043869774146,0,0.201714161353166,0,0,0.188
DNM3,0,0,0.529438434358433,0,0,0.462012352283648,0,0
SVOP,0,0,0.168919185562432,0.217414188910881,0,0.179949018216825,0.233575525298994,0.18992057737788
N4BP2,0,0.227261463895973,0,0.383589788100578,0,0,0,0.376122482538759
SEMA6D,0,0,0.145459991178779,0.211820606597777,0,0.187821314826752,0.234717271641908,0.205776832788171
TMEM39A,0,0,0.346866644357709,0,0,0.445220376586043,0,0.192141022671676
ASCC2,0,0.154577778412911,0.291849022565991,0,0,0.421704566097812,0.115833178872743,0
TMUB2,0.197,0,0.288392187310831,0.196,0,0.174,0,0.128
TMEM116,0,0,0,0.26772899401385,0,0.406,0.309395310509698,0
ST6GALNAC4,0,0,0.345,0,0.234,0.21,0.194,0
CRYZL1,0,0,0.388111228116195,0.196182466543538,0,0.397629451466641,0,0
ARID5B,0,0.33963852470237,0,0.290300887581507,0.102,0.144,0.103,0
EFCAB2,0.289734285770452,0,0.191,0.232171557734197,0,0,0.122333208873351,0.142307380848319
ZFAND4,0.25,0,0.162,0.211,0,0.209875967274994,0,0.143
ZMYND8,0,0,0.187692906916526,0.184,0,0.128,0.295841117453342,0.179713688137666
SSH2,0,0,0.330469791967748,0.159826079749834,0,0.481743126326401,0,0
IDH1,0,0,0.408138329606657,0,0,0.563170573578611,0,0
AC104452.1,0,0,0,0,0.29,0.307,0,0.373
CBR4,0,0.128,0.191,0.100949581466269,0.151,0.164,0.116,0.118055410248795
NAA60,0.15,0.238,0.154,0.163,0,0.104,0.155,0
HDAC5,0,0,0,0.231691772869261,0,0.197484045014406,0.349063672577002,0.182904609359617
CHCHD3,0,0,0.225787896233684,0.145938389379081,0,0.353455714162041,0.113115387754387,0.119387596953256
UPF3A,0,0,0.220817268409206,0.259750366589339,0,0.201156680534621,0,0.275829454558427
SLC35A1,0,0,0.451259813738325,0.100403805474896,0,0.233059318846455,0,0.169506954908597
STX16-NPEPL1,0,0,0.598558945205751,0,0,0,0,0.355586151551431
CLIP1,0,0,0.226719924318559,0.143535771808806,0,0.217825565866342,0.174092804430306,0.191
PPP1R26,0,0,0.192049868166283,0.172067209745268,0.374395688147775,0.214250021457561,0,0
P3H4,0.221,0.144,0.108,0,0.105,0.102,0.118,0.154
BIRC6,0,0,0.312231834007534,0.129258112828928,0,0.509712353985678,0,0
SMYD3,0,0,0.418452269890303,0,0,0.532552317222499,0,0
CPSF4,0,0,0.260740910715951,0.196808066612868,0,0.492367752726792,0,0
CAMTA1,0,0.106802020468521,0.209512197011894,0.148624292476487,0,0.222614957741825,0.137678768805248,0.124635726616448
GSTM4,0,0,0.268,0,0,0.22,0.232,0.228
RBM4B,0,0,0.409,0.167,0,0.249,0,0.123
MORF4L2,0.270328588161539,0,0.168,0,0.105,0.126,0.151,0.127
UBE2V2,0,0,0.168603643372547,0.165003747375899,0,0.211924915462648,0.202349221836384,0.198679732766911
TULP4,0,0,0.289203979354945,0.290762633349411,0,0.365565485237472,0,0
HSPA4L,0,0,0.736782554115759,0,0,0.207,0,0
ZNF675,0,0,0.314620688992711,0.255444460853335,0,0.373442888656173,0,0
ARHGAP44,0,0,0.248154660567549,0.213706797043705,0,0.480239699155501,0,0
CNRIP1,0,0.103623768205254,0.193622924531697,0.160660412956335,0,0.226788413612615,0.131979897499909,0.12190516851533
ERC2,0,0,0,0.316,0,0.194,0.193,0.234986280108236
STXBP5-AS1,0,0.30931553705801,0.315578896888131,0.311063804138536,0,0,0,0
SLC38A1,0,0,0.215783962491203,0.393660998016769,0,0,0,0.325443550174204
ANKHD1,0,0,0.234423672254858,0,0.226349672547207,0.473614104584938,0,0
ERCC1,0,0,0.172684524922646,0.117,0.102,0.200747041328478,0.125,0.216700309513836
SCLY,0.327,0,0.142,0,0,0,0.463,0
PRMT2,0.188,0,0.222,0.264,0,0.256,0,0
PDS5B,0,0,0.17,0.15,0.129,0.152,0.166629614189182,0.159
BICDL1,0,0,0.201214912458883,0.387379778120687,0,0,0,0.337860450272495
CCNH,0,0.124850127396049,0.12367195646769,0.202598863355916,0,0.124095859846815,0.223672378209821,0.126934209298672
JMJD1C,0,0,0,0.229,0,0.515049625774166,0.181,0
FAM98C,0.257,0.137,0.262,0,0,0.11,0.159,0
PAK3,0,0.153,0.116,0.233,0,0.164,0.129,0.128
MPP1,0,0,0.408236320735867,0.134612660662904,0,0.379540671440087,0,0
GIT2,0,0,0.305959372297775,0.30545538922783,0,0.308525154119033,0,0
COL4A5,0,0,0,0,0.919797701148452,0,0,0
LAMA5,0,0,0.219,0.165,0.11,0.425,0,0
BBS9,0,0.201,0.200444710800244,0.108,0.114,0.295,0,0
USP6NL,0,0.174165885055989,0.191365963826057,0.167560337113782,0,0.1949582050478,0,0.189699521973477
AIDA,0,0,0.314877541133707,0.112815505301826,0,0.48926383480156,0,0
SEZ6L,0,0.204466986306581,0.158,0.189595999129638,0,0,0.165395035838753,0.197714471066519
TIAL1,0,0,0.219350596063809,0.257824761814692,0,0.15272818810599,0.113918231525145,0.169571109419648
TPTEP2-CSNK1E,0,0,0.276,0.373523476408639,0,0,0,0.263270772503046
RBM41,0,0,0.241908332944444,0.207420914652823,0,0.460993852647849,0,0
EIF4A2,0,0,0.314,0.286,0,0.31,0,0
CCDC136,0,0.277685011161064,0.112483252179766,0,0,0.148,0.241244959520861,0.13
NIN,0,0,0.159,0.129,0.148,0.15,0.172,0.149
RBSN,0.190610152057122,0,0.320317359358385,0.179,0,0.215798500706077,0,0
LETM2,0,0.184299670226383,0,0,0,0,0,0.719896425797004
AC004951.4,0,0.306419155323624,0,0,0,0.287631617522407,0,0.309498241580604
CPB2-AS1,0,0,0,0.182,0,0.370257575639171,0.349960364898346,0
STIM1,0,0,0,0.248,0,0.159,0.304,0.191
VDAC3,0,0,0.450955333905032,0,0.450487552722041,0,0,0
ZNF783,0,0,0,0,0.435776929218082,0.230008808854259,0.234993123714075,0
MTFR1L,0,0,0.286459537382981,0.161528099579751,0,0.349503977464171,0,0.100631204441833
LARS1,0.484,0,0,0.109,0.304,0,0,0
SNHG17,0,0,0,0.42,0.327,0,0,0.146
SNX15,0,0,0,0.432,0,0.36,0,0.101
MAP1LC3A,0,0,0.137,0.209705127594127,0.173,0,0.109,0.26419757748262
SGPL1,0,0,0.327500843168356,0.162776558232715,0,0.402620054420821,0,0
ANKS6,0.413513957183024,0,0.268718849095388,0,0.209645116623716,0,0,0
AC104472.3,0.133,0.13,0.158,0.152,0.112,0,0.20597495146928,0
RABGGTB,0.227251235070955,0,0,0,0.1736945528832,0.218,0,0.271
PROSER1,0,0,0.261,0.151,0,0.322,0,0.155
DPM2,0,0,0.326543739751415,0.145224220998463,0,0.41608330543538,0,0
HSPA1L,0,0,0,0.251434248057085,0,0.159083927173012,0.303593563685948,0.17312855804705
SNAP25,0.101646381790532,0,0.183884087603239,0.167796808525333,0,0.157,0.12028575371715,0.156398725448927
FLAD1,0.125,0.105,0.13,0,0.118,0.166,0.13,0.112711199257565
RASA4,0,0,0,0.261986058493176,0,0,0.303712996177755,0.32053246847317
ZNF461,0,0.172,0,0.215258927043806,0,0.15,0.184,0.162
SMPDL3A,0,0,0.243,0.162,0,0.331,0.146,0
ZKSCAN3,0,0,0.330330040557139,0.283,0,0.267,0,0
SIPA1L1,0,0,0.233185881847646,0.357653564771116,0,0.289425422220751,0,0
PARN,0.193,0,0.203481183412294,0.2105407128662,0,0,0.271647257828293,0
SIPA1L3,0,0,0.283938858559628,0.268056264485314,0,0.325423927368996,0,0
PLEKHA3,0,0,0.409545027597991,0,0,0.466784521281163,0,0
DARS2,0.141,0,0,0.147,0.148,0.157,0.149,0.134
DNAJC19,0,0,0.238,0.19,0,0.262,0,0.186
DPAGT1,0.153,0,0.178,0.125,0.139,0.141,0,0.139
SLC20A2,0,0,0.281841840886388,0.279206485191356,0,0.118440254549065,0,0.195039512699841
PHC2,0,0,0.217872449047426,0.165084347613886,0,0.20997953094443,0.159818739078651,0.121111735543736
STAG3L1,0.240380799969261,0.213132431320911,0,0.235380986924817,0,0.181669504601964,0,0
PTGR2,0,0,0.34,0,0,0,0,0.528
ZFP14,0,0,0.268048397189494,0.276764226226554,0,0.322932890889076,0,0
ANKRD10,0,0,0,0.500357786416842,0,0.124,0,0.242819234403427
CAMKMT,0,0,0.391087787482936,0,0,0.473180799351918,0,0
COP1,0,0,0,0.341,0.167,0.191,0,0.165
CENPI,0,0,0,0,0.86307994135782,0,0,0
BTRC,0,0,0.191070899603999,0.205473384694887,0,0.143355275904955,0.178809245494096,0.144308945533756
BBOF1,0,0,0.237,0.189,0.181,0,0.108468396018945,0.147
METTL17,0,0,0.204340724200591,0.210622685895447,0,0.221497086680794,0.225821492725559,0
ADCY9,0.119953623894901,0,0.115469451150275,0.13862525566258,0,0.16383404822789,0.165969076140747,0.156993083323572
HECTD1,0,0,0.103077862102563,0.135608620146679,0,0.259602230488174,0.130644708887549,0.231347978598132
HAUS1,0.119,0,0.126,0.113,0.118,0.134,0.131,0.119
PKIB,0,0,0,0,0.218435651966268,0.387621265076071,0,0.253843058200688
ZNF202,0.113,0.102,0.34969438126223,0,0,0,0.18,0.115
TMTC4,0.13,0,0.196,0.175,0,0.178,0,0.18
PRKCA,0,0,0.307814458307161,0,0,0.550183122448628,0,0
ISLR2,0,0,0.231125442754639,0.182188755993723,0,0.239156091576838,0.205392850911667,0
IGSF9B,0,0,0.273041941956076,0.306814506333886,0,0,0,0.276991628565791
FBXO31,0,0,0.40836541656047,0,0,0.28930763672504,0.159,0
INO80E,0,0.339,0,0,0.517,0,0,0
BNIP2,0,0,0.393302771074368,0,0,0.345654326532481,0,0.116383617915185
CCDC122,0,0,0.5560530714209,0.298939542869496,0,0,0,0
DPH6,0,0,0.378682830187612,0,0,0.475103623771034,0,0
CHTOP,0.14,0,0.177823555778138,0.143,0,0.168,0.102,0.122
UHRF2,0.112,0,0.125,0.125,0.112,0.125,0.125,0.125
PTPN4,0,0,0.362232382786098,0.19,0,0.296748951659922,0,0
WASHC2A,0,0,0.150591821546235,0.114129481252157,0,0.184436985435429,0.214650958734714,0.184046472944082
ZEB1-AS1,0,0,0.298598104626252,0.261331501384961,0,0.286768970871962,0,0
ZNF609,0,0,0.320668712906179,0.17064068927301,0,0.354178464062437,0,0
KANSL3,0,0,0.259040370566315,0.274969371228006,0,0,0,0.311314784968271
ELF2,0.274572930613138,0,0.326046919387026,0,0.106,0.137,0,0
GNA13,0.103579896281862,0,0.108805535097706,0.178970983234479,0,0.135781584881372,0.184607880226562,0.130009773646602
TTC28-AS1,0,0,0.423735130010624,0,0,0.417483523411458,0,0
MAIP1,0,0,0.235926190114186,0.217937879134606,0,0.234838913762601,0,0.152438956181994
PDGFD,0,0,0,0,0,0,0.840157769021381,0
SNRPN,0,0,0.187,0.134,0.115,0.271,0,0.133
NAB1,0,0,0.169902573642858,0.19915535366014,0,0.185,0,0.285479181357966
AP004608.1,0,0,0,0,0,0,0.453,0.386
CDC42,0,0,0.372184870019578,0,0,0.300248356080178,0,0.163598423447279
TPRN,0,0,0.26353093050715,0.200672601284866,0,0.371128212460057,0,0
ZNF81,0,0,0.335128071753044,0.200311157286855,0,0.29788351334326,0,0
CASC3,0,0,0.153194336287573,0.162878508796238,0,0.239698858476768,0.159474944065254,0.116507072958561
LINC00963,0,0.119,0,0,0,0.121,0.217,0.374
GFRA3,0,0,0.278289248912039,0,0,0.287216416092454,0.265156088002946,0
TTC8,0,0.142,0.194,0,0,0.297,0,0.197294353404892
TLN2,0,0,0,0.178,0,0.265032562962773,0.177768261058106,0.208656727148098
SLC30A10,0,0,0.32348904740724,0.240188523997706,0,0.265130459933693,0,0
SCARB1,0,0,0,0,0,0.462,0.362,0
CSRP2,0.329928378120942,0.240266180303967,0,0,0,0,0,0.253579841968738
ANKRD18CP,0,0,0,0,0.823575639387934,0,0,0
